,cleaned_message,urgent_cos_sim,non_urgent_cos_sim,urgent,text,username
3126,med medical block se rd ave portland portland fire rp pdx,0.1460776103834898,0.1360707980327644,1,"MED - MEDICAL at 3500 BLOCK OF SE 33RD AVE, PORTLAND, OR [Portland Fire #RP18000095582] 10:25 #pdx911",Mult Co Fire/EMS log
3127,echo canyon park paradise valley arizona,0.13693425466758768,0.11668182613897529,1,"Echo Canyon Park in Paradise Valley, Arizona. // В ноябре настала идеальная погода для изучения окрестностей - жара спала до 20-25 градусов по Цельсию. Ночами уже холодно, а днём в самый… https://www.instagram.com/p/BqXz1sEFJFM/?utm_source=ig_twitter_share&igshid=10e0rrwxd51k6 …",Горбачев Алексей
3128,begin happy get break smoke make turn snowboarding clearskys heavenly mountain resort,0.1467875209011288,0.14314201754815872,1,So it begins! So happy to get a break from the smoke and make some turns #snowboarding #clearskys @ Heavenly Mountain Resort https://www.instagram.com/p/BqXzYO5HpSb/?utm_source=ig_twitter_share&igshid=1bgp7734soclc …,David Como
3129,med medical block n killingsworth st portland portland fire rp pdx,0.14443426585725863,0.13837920747042087,1,"MED - MEDICAL at 600 BLOCK OF N KILLINGSWORTH ST, PORTLAND, OR [Portland Fire #RP18000095571] 09:48 #pdx911",Mult Co Fire/EMS log
3131,med medical block sw th ave portland portland fire rp pdx,0.1479792081896542,0.1381163624739851,1,"MED - MEDICAL at 500 BLOCK OF SW 13TH AVE, PORTLAND, OR [Portland Fire #RP18000095564] 09:30 #pdx911",Mult Co Fire/EMS log
3132,november th degree sunny la uc ha cred erikastebbins ifyoudontknownowyouknow paradise spieker aquatic center ucla,0.15031560980258019,0.14443057319195898,1,"It’s November 19th, 2018....it’s 67 degrees and sunny....LA(UC) has it all!  cred erikastebbins #ifyoudontknownowyouknow #paradise @ Spieker Aquatics Center at UCLA https://www.instagram.com/p/BqXx7oNAhRw/?utm_source=ig_twitter_share&igshid=1cevhbucj5zjp …",Tom Stebbins
3134,cornerstoneyuba wow thank generosity wearethechurch campfire paradisefire paradisecalifornia theefca live oak california,0.13984932597570715,0.13657375708529032,1,"from @CornerstoneYuba  -  Wow!!! Thank you for your generosity!!! #WEARETHECHURCH
#campfire
#ParadiseFire
#paradisecalifornia
@theefca @ Live Oak, California https://www.instagram.com/p/BqXxdz3lWWq/?utm_source=ig_twitter_share&igshid=dwghpp5u6us0 …",Jason Poling
3135,med medical block ne russell st portland portland fire rp pdx,0.14748505479158905,0.14590948590701006,1,"MED - MEDICAL at 15700 BLOCK OF NE RUSSELL ST, PORTLAND, OR [Portland Fire #RP18000095549] 08:41 #pdx911",Mult Co Fire/EMS log
3136,ta traffic accident fire n lombard st n macrum ave portland portland fire rp pdx,0.14485387496573665,0.14056343735488397,1,"TA9 - TRAFFIC ACCIDENT - FIRE ONLY at N LOMBARD ST / N MACRUM AVE, PORTLAND, OR [Portland Fire #RP18000095575] 09:55 #pdx911",Mult Co Fire/EMS log
3137,med medical block nw flanders st portland portland fire rp pdx,0.14617216127386742,0.13546936764975376,1,"MED - MEDICAL at 300 BLOCK OF NW FLANDERS ST, PORTLAND, OR [Portland Fire #RP18000095558] 09:04 #pdx911",Mult Co Fire/EMS log
3139,med medical block nw th ave portland portland fire rp pdx,0.14822980692148768,0.1355309489817844,1,"MED - MEDICAL at 400 BLOCK OF NW 5TH AVE, PORTLAND, OR [Portland Fire #RP18000095557] 09:03 #pdx911",Mult Co Fire/EMS log
3140,miscf unknown type fire problem eb sunset hwy sw market st exit portland portland fire rp pdx,0.15057065940936784,0.1500631793123021,1,"MISCF - UNKNOWN TYPE OF FIRE PROBLEM at EB SUNSET HWY AT / SW MARKET ST EXIT, PORTLAND, OR [Portland Fire #RP18000095562] 09:29 #pdx911",Mult Co Fire/EMS log
3141,med medical block n vancouver ave portland portland fire rp pdx,0.1515753937619242,0.1347348096743747,1,"MED - MEDICAL at 10900 BLOCK OF N VANCOUVER AVE, PORTLAND, OR [Portland Fire #RP18000095545] 08:32 #pdx911",Mult Co Fire/EMS log
3142,med medical block ne rd ave portland portland fire rp pdx,0.14634067143012464,0.13349590978620346,1,"MED - MEDICAL at 6400 BLOCK OF NE 33RD AVE, PORTLAND, OR [Portland Fire #RP18000095560] 09:23 #pdx911",Mult Co Fire/EMS log
3143,med medical block ne nd ave portland portland fire rp pdx,0.14872552366041442,0.13285706924592963,1,"MED - MEDICAL at 1700 BLOCK OF NE 122ND AVE, PORTLAND, OR [Portland Fire #RP18000095553] 08:49 #pdx911",Mult Co Fire/EMS log
3144,med medical block sw columbia st portland portland fire rp pdx,0.145493286909748,0.14183083589028878,1,"MED - MEDICAL at 1200 BLOCK OF SW COLUMBIA ST, PORTLAND, OR [Portland Fire #RP18000095566] 09:32 #pdx911",Mult Co Fire/EMS log
3145,med medical block nw chapin dr portland portland fire rp pdx,0.14255368079503042,0.12781020459146683,1,"MED - MEDICAL at 3200 BLOCK OF NW CHAPIN DR, PORTLAND, OR [Portland Fire #RP18000095559] 09:06 #pdx911",Mult Co Fire/EMS log
3146,med medical block se stark st portland portland fire rp pdx,0.14771077151914302,0.1449680487346123,1,"MED - MEDICAL at 12400 BLOCK OF SE STARK ST, PORTLAND, OR [Portland Fire #RP18000095544] 08:30 #pdx911",Mult Co Fire/EMS log
3147,another day paradise adventure vacation vacationpackages pcflyfishing park city utah,0.1481571463162428,0.13697300561936865,1,"Another day in paradise!  #adventure #vacation #vacationpackages @PCFLYFISHING @ Park City, Utah https://www.instagram.com/p/BqXt-cdDdhH/?utm_source=ig_twitter_share&igshid=1vwhfy45oyzt4 …",Park City Outfitters
3148,med medical block se alder st portland portland fire rp pdx,0.14439388024746733,0.14049873538706942,1,"MED - MEDICAL at 2700 BLOCK OF SE ALDER ST, PORTLAND, OR [Portland Fire #RP18000095565] 09:31 #pdx911",Mult Co Fire/EMS log
3149,amazing fundraising event four season beverly hill weekend behalf southern california fire victim wa great success thank everyone,0.1487046311044682,0.14305782271875167,1,An amazing fundraising event at the Four Seasons Beverly Hills this weekend on behalf of the Southern California Fire Victims. It was a great success and Thank you again to everyone who… https://www.instagram.com/p/BqXtkaSgtHi/?utm_source=ig_twitter_share&igshid=1f7xlzsjpu4l6 …,"David T. Kessler, REALTOR® | Estates Division"
3151,see tonight people let city know weedman go away stay right way peace love everyone go safe friend smoke weed,0.14173798347676697,0.1368694506696701,1,See you here tonight at 6 people let our city know that the Weedman will not go away I am here to stay the right way peace and love to everyone go safe my friends http://goweedman.com  smoke weed… https://www.instagram.com/p/BqXtXH6BXtJ/?utm_source=ig_twitter_share&igshid=1m5v1adyq31xp …,Edward The WEEDMAN Biggar
3152,med medical block sw tunnelwood st portland portland fire rp pdx,0.1488792434182835,0.14199971540202957,1,"MED - MEDICAL at 3600 BLOCK OF SW TUNNELWOOD ST, PORTLAND, OR [Portland Fire #RP18000095547] 08:34 #pdx911",Mult Co Fire/EMS log
3153,l fireplace relax chill losangeles california candels fire peace los angeles california,0.13056838616024813,0.12755405356134253,1,"While in L.A... #fireplace #relax #chill #losangeles #california #candels #fire #peace los Angeles, California https://www.instagram.com/andrevasary/p/BqXtG3NAYjF/?utm_source=ig_twitter_share&igshid=dm20areti8rt …",André Vásáry
3154,whiskeyfire unofficial new fire report detail uncertain harneycounty mi nw burn mi e bend see official safety info may incorrect disclaimer image pic twitter com c lfkff c,0.14132499528304104,0.1395011266173176,1,"#WhiskeyFire  unofficial new fire report; details uncertain.
#HarneyCounty; ~28mi NW of Burns, OR. ~92mi E of Bend, OR. See officials for safety info. May be incorrect; disclaimers in images.pic.twitter.com/c77lfkfF8c",Wildfire Bot (WA/OR)-Unofficial 🔥🤖
3155,ta traffic accident st response fire em ne nd ave e burnside st portland portland fire rp,0.1478638477642682,0.14661774803028382,1,"TA1 - TRAFFIC ACCIDENT - 1ST RESPONSE (FIRE & EMS) at NE 82ND AVE / E BURNSIDE ST, PORTLAND, OR [Portland Fire #RP18000095561] 09:25",Mult Co Fire/EMS log
3157,med medical block se stark st portland portland fire rp pdx,0.14771077151914302,0.1449680487346123,1,"MED - MEDICAL at 9200 BLOCK OF SE STARK ST, PORTLAND, OR [Portland Fire #RP18000095543] 08:18 #pdx911",Mult Co Fire/EMS log
3159,med medical block sw gaines st portland portland fire rp pdx,0.1445463421886199,0.13964758890888435,1,"MED - MEDICAL at 800 BLOCK OF SW GAINES ST, PORTLAND, OR [Portland Fire #RP18000095551] 08:43 #pdx911",Mult Co Fire/EMS log
3160,ilburn illegal burning block ne multnomah st portland portland fire rp pdx,0.14443315808644325,0.14219726664531215,1,"ILBURN - ILLEGAL BURNING at 9800 BLOCK OF NE MULTNOMAH ST, PORTLAND, OR [Portland Fire #RP18000095556] 09:00 #pdx911",Mult Co Fire/EMS log
3161,med medical block se harold st portland portland fire rp pdx,0.14369288945150785,0.13858578408622932,1,"MED - MEDICAL at 10400 BLOCK OF SE HAROLD ST, PORTLAND, OR [Portland Fire #RP18000095542] 08:09 #pdx911",Mult Co Fire/EMS log
3163,honeymoon pt paradise nevada,0.1519661353214945,0.1365336857112988,1,"Honeymoon Pt. 2!! @ Paradise, Nevada https://www.instagram.com/p/BqXqnXpg9sw/?utm_source=ig_twitter_share&igshid=12mj08p0p5nh7 …",Chantelle Renee
3166,camp fire closure oroville hwy nb sb pentz rd ca traffic,0.13799895541166207,0.1288189735678611,1,Camp fire closure in #Oroville on Hwy 70 Both NB/SB between Pentz Rd and CA 89 #traffic http://bit.ly/Y31VAF ,TTWN Sacramento
3167,ilburn illegal burning n ramsay way ne wheeler ave portland portland fire rp pdx,0.1386797004434979,0.13347529112846537,1,"ILBURN - ILLEGAL BURNING at N RAMSAY WAY / NE WHEELER AVE, PORTLAND, OR [Portland Fire #RP18000095555] 08:56 #pdx911",Mult Co Fire/EMS log
3170,smoke today sf campfire transamericapyramid downtownsf skyline financial district san francisco,0.14220864653030407,0.13640474276786185,1,"The smoke today in SF. #campfire #transamericapyramid #downtownsf #skyline @ Financial District, San Francisco https://www.instagram.com/p/BqXoiREnggo/?utm_source=ig_twitter_share&igshid=119i03uq1abjq …",Jamie Lee Kendall
3172,fire related se nd ave se belmont st portland portland police pp pdx,0.14910492483775908,0.14581221620663762,1,"FIRE RELATED at SE 2ND AVE / SE BELMONT ST, PORTLAND, OR [Portland Police #PP18000395189] 06:50 #pdx911",Portland Police log
3173,almaud audible fire alarm block se rd ave portland portland fire rp pdx,0.14765048306059836,0.14273433131829738,1,"ALMAUD - AUDIBLE FIRE ALARM at 1100 BLOCK OF SE 73RD AVE, PORTLAND, OR [Portland Fire #RP18000095552] 08:46 #pdx911",Mult Co Fire/EMS log
3175,chandostacos want help people affected campfire listen interview w sugabearonair find get involved sbinthemorning unetechandos,0.14946068264675552,0.1421024189091539,1,@chandostacos wants to help the people affected by the #campfire  Listen to his interview w/ @sugabearonair at 9:20a & find out how you can get involved! #SBInTheMorning  #unetechandos… https://www.instagram.com/p/BqXpa4lnO3k/?utm_source=ig_twitter_share&igshid=27qsz69tyb8i …,Hot 103.5
3180,med medical n farragut st n montana ave portland portland fire rp pdx,0.14981590943087325,0.14598670204086417,1,"MED - MEDICAL at N FARRAGUT ST / N MONTANA AVE, PORTLAND, OR [Portland Fire #RP18000095538] 07:45 #pdx911",Mult Co Fire/EMS log
3181,med medical block nw couch st portland portland fire rp pdx,0.1450952992219042,0.13538329551000958,1,"MED - MEDICAL at 1200 BLOCK OF NW COUCH ST, PORTLAND, OR [Portland Fire #RP18000095536] 07:40 #pdx911",Mult Co Fire/EMS log
3184,wednesday continue raise money help affected extreme horrible wild fire california far raised k looking help,0.14133748544978117,0.13726522609752387,1,Wednesday we continue to raise money to help those that have been affected by the extreme and horrible wild fires in California. So far we have raised $4k and looking for your help to… https://www.instagram.com/p/BqXmkTcAdaK/?utm_source=ig_twitter_share&igshid=1spccnzjta51h …,"O'Brien's Pub, SD"
3185,med medical block ne nd ave portland portland fire rp pdx,0.14872552366041442,0.13285706924592963,1,"MED - MEDICAL at 800 BLOCK OF NE 122ND AVE, PORTLAND, OR [Portland Fire #RP18000095534] 07:24 #pdx911",Mult Co Fire/EMS log
3187,vfire vehicle trailer fire se nd ave se belmont st portland portland fire rp pdx,0.1468764646779198,0.14493729513550016,1,"VFIRE - VEHICLE OR TRAILER FIRE at SE 2ND AVE / SE BELMONT ST, PORTLAND, OR [Portland Fire #RP18000095527] 06:48 #pdx911",Mult Co Fire/EMS log
3188,ta traffic accident fire nw broadway nw flanders st portland portland fire rp pdx,0.13926635753474034,0.1276909830041199,1,"TA9 - TRAFFIC ACCIDENT - FIRE ONLY at NW BROADWAY / NW FLANDERS ST, PORTLAND, OR [Portland Fire #RP18000095541] 08:06 #pdx911",Mult Co Fire/EMS log
3189,med medical block ne nd ave portland portland fire rp pdx,0.14872552366041442,0.13285706924592963,1,"MED - MEDICAL at 1500 BLOCK OF NE 82ND AVE, PORTLAND, OR [Portland Fire #RP18000095539] 07:47 #pdx911",Mult Co Fire/EMS log
3190,much say take photo chilly enough fire paradise peekaboo view eagle rock back yard greeting lonely palm tree,0.1407678160683209,0.13714699109704684,1,"So much to say! -it takes 3 photos!
1. It’s chilly enough for a fire in Paradise.
2. We have a peekaboo view of the Eagle Rock from our back yard.
3. Greetings from the lonely palm tree… https://www.instagram.com/p/BqXk0yTAAXe/?utm_source=ig_twitter_share&igshid=13w4to90x5dvf …",Tracy King
3191,med medical block n thunderbird way portland portland fire rp pdx,0.14296714739742705,0.1327042956583996,1,"MED - MEDICAL at 900 BLOCK OF N THUNDERBIRD WAY, PORTLAND, OR [Portland Fire #RP18000095532] 07:16 #pdx911",Mult Co Fire/EMS log
3192,broken cloud smoke humidity wind mph mph,0.15828697915790693,0.15224771859024724,1,"broken clouds -> smoke
humidity up 74% -> 85%
wind 2mph -> 3mph",Sacramento Weather
3193,boyfriend part prevent forest fire like finland forestrake smokeybear rake instagay fracktrump seattle washington,0.14696265857100377,0.14515123812517775,1,"That’s my #boyfriend doing his part to prevent forest fires just like #Finland #ForestRake #smokeybear #rake #instagay #fracktrump @ Seattle, Washington https://www.instagram.com/p/BqXkh5CHVG9/?utm_source=ig_twitter_share&igshid=1ms0s12eq9gw7 …",Martin Wahl
3194,day air quality still unhealthy contained dead think paradise continue send money relief program san francisco california,0.1419450233354663,0.13985403495109736,1,"Day 11. Air quality still unhealthy. 60% contained. 80 dead. Think of those in Paradise and continue to send money to relief programs. @ San Francisco, California https://www.instagram.com/p/BqXkMLvF6AaJDJP4yKYnlWjbh8XaL1XiC57Ln00/?utm_source=ig_twitter_share&igshid=7on2tta7smew …",Brok
3195,med medical block ne going st portland portland fire rp pdx,0.14204182687582576,0.1344488365218479,1,"MED - MEDICAL at 600 BLOCK OF NE GOING ST, PORTLAND, OR [Portland Fire #RP18000095537] 07:45 #pdx911",Mult Co Fire/EMS log
3196,riding trail paradise paradise lost never able replace never forget fire took away hoping day could,0.1385182782878927,0.1364366064864527,1,"riding the trails through Paradise 
“Paradise Lost”...we will never be able to replace what we had....and
we will never forget what the fire took away...hoping that some day we could… https://www.instagram.com/p/BqXjYRxl0M4/?utm_source=ig_twitter_share&igshid=8bkfcb22jxqy …",fhdphotography
3197,paradise lost never able replace never forget fire took away hoping day could return see,0.14206792933056744,0.14040547420524357,1,"“Paradise Lost”...we will never be able to replace what we had....and
we will never forget what the fire took away...hoping that some day we could return to see it again
...I will be… https://www.instagram.com/p/BqXjODBFElh/?utm_source=ig_twitter_share&igshid=e51zoj0hr3s8 …",fhdphotography
3198,car fire ha right lane blocked sandiego sb stop go traffic back delay min sdtraffic,0.13512103375045345,0.12515092862847235,1,"A car fire has the right lane blocked. in #SanDiego on I-15 SB at 52, stop and go traffic back to 163, delay of 3 mins #SDtraffic",TTWN San Diego
3199,med medical block sw montgomery st portland portland fire rp pdx,0.14291909478002773,0.1412071893845785,1,"MED - MEDICAL at 300 BLOCK OF SW MONTGOMERY ST, PORTLAND, OR [Portland Fire #RP18000095533] 07:20 #pdx911",Mult Co Fire/EMS log
3200,med medical block se th ave portland portland fire rp pdx,0.14841589830592247,0.14002555460286728,1,"MED - MEDICAL at 3000 BLOCK OF SE 136TH AVE, PORTLAND, OR [Portland Fire #RP18000095540] 07:48 #pdx911",Mult Co Fire/EMS log
3201,paradise lost never able replace never forget fire took away hoping day could return see,0.14206792933056744,0.14040547420524357,1,"“Paradise Lost”...we will never be able to replace what we had....and
we will never forget what the fire took away...hoping that some day we could return to see it again
...I will be… https://www.instagram.com/p/BqXjENclAv8/?utm_source=ig_twitter_share&igshid=tih9mvkfjkgm …",fhdphotography
3203,much say morning take photo overcast chilly enough fire paradise even peek boo view eagle rock lonely palm tree,0.14581116007967457,0.1419551118194373,1,"So much to say this morning—it takes 3 photos! 1. It’s overcast and chilly enough for a fire in Paradise!
2. We even have a peek-a-boo view of the Eagle Rock.
3. The lonely palm tree… https://www.instagram.com/p/BqXiUBmAqFo/?utm_source=ig_twitter_share&igshid=ffmxynzg6g5q …",Tracy King
3204,med medical block nw th ave portland portland fire rp pdx,0.14822980692148768,0.1355309489817844,1,"MED - MEDICAL at 500 BLOCK OF NW 5TH AVE, PORTLAND, OR [Portland Fire #RP18000095531] 07:05 #pdx911",Mult Co Fire/EMS log
3205,backyard garden beauty paradise lost never able replace never forget fire took away hoping day could return see,0.14019053604966927,0.13557211649818668,1,"Backyard garden beauties 
“Paradise Lost”...we will never be able to replace what we had....and
we will never forget what the fire took away...hoping that some day we could return to see… https://www.instagram.com/p/BqXiGZaFC1j/?utm_source=ig_twitter_share&igshid=1l7y7mcthhxvu …",fhdphotography
3206,backyard rose garden paradise lost never able replace never forget fire took away hoping day could return see,0.13885019047691294,0.13441330934715598,1,"Backyard rose garden 
“Paradise Lost”...we will never be able to replace what we had....and
we will never forget what the fire took away...hoping that some day we could return to see it… https://www.instagram.com/p/BqXh--6FMaH/?utm_source=ig_twitter_share&igshid=1cr6v1utfq6l6 …",fhdphotography
3208,backyard garden paradise lost never able replace never forget fire took away hoping day could return see,0.13970498168975562,0.13366324979743482,1,"Backyard garden 
“Paradise Lost”...we will never be able to replace what we had....and
we will never forget what the fire took away...hoping that some day we could return to see it… https://www.instagram.com/p/BqXh27ZlWPX/?utm_source=ig_twitter_share&igshid=ly4c2mdxr2rh …",fhdphotography
3209,med medical block sw terwilliger blvd portland portland fire rp pdx,0.14107879947376598,0.13511435943359426,1,"MED - MEDICAL at 2500 BLOCK OF SW TERWILLIGER BLVD, PORTLAND, OR [Portland Fire #RP18000095529] 06:59 #pdx911",Mult Co Fire/EMS log
3211,paradise lake favorite mtb bike paradise lost never able replace never forget fire took away hoping day could,0.14561730972304462,0.1400890111758933,1,"Paradise Lake and my favorite mtb bike 
“Paradise Lost”...we will never be able to replace what we had....and
we will never forget what the fire took away...hoping that some day we could… https://www.instagram.com/p/BqXhsaqlk2C/?utm_source=ig_twitter_share&igshid=3b5f7v6hv0pu …",fhdphotography
3212,gwennie photo bomber backyard paradise lost never able replace never forget fire took away hoping day could,0.13940374569543648,0.1300241881222854,1,"Gwennie photo bomber in the backyard “Paradise Lost”...we will never be able to replace what we had....and
we will never forget what the fire took away...hoping that some day we could… https://www.instagram.com/p/BqXhdJnlXB3/?utm_source=ig_twitter_share&igshid=bjogy5qqp2bz …",fhdphotography
3214,vehicle fire spokane wb near maple st traffic,0.1496923884175113,0.14099680545036344,1,Vehicle on fire in #Spokane on I-90 WB near Maple St #traffic http://bit.ly/10BRbLh ,TTN Spokane
3215,ta ped traffic accident pedestrian bike block se henry st portland portland fire rp pdx,0.14440720607522411,0.13656979090532717,1,"TA1PED - TRAFFIC ACCIDENT - PEDESTRIAN OR BIKE at 5100 BLOCK OF SE HENRY ST, PORTLAND, OR [Portland Fire #RP18000095524] 06:22 #pdx911",Mult Co Fire/EMS log
3216,view lookout point paradise lost never able replace never forget fire took away hoping day could return see,0.14705307321326483,0.1451443379464249,1,"The view from Lookout Point “Paradise Lost”...we will never be able to replace what we had....and
we will never forget what the fire took away...hoping that some day we could return to see… https://www.instagram.com/p/BqXg11VFMFE/?utm_source=ig_twitter_share&igshid=f8vm8cq96j27 …",fhdphotography
3217,paradise lost never able replace never forget fire took away hoping day could return see,0.14206792933056744,0.14040547420524357,1,"“Paradise Lost”...we will never be able to replace what we had....and
we will never forget what the fire took away...hoping that some day we could return to see it again
...I will be… https://www.instagram.com/p/BqXgqU9l7rS/?utm_source=ig_twitter_share&igshid=d435j806wwdd …",fhdphotography
3218,honey run bridge completely destroyed paradise lost never able replace never forget fire took away hoping day could,0.13839013161828195,0.1344865162533776,1,"Honey Run Bridge...completely destroyed “Paradise Lost”...we will never be able to replace what we had....and
we will never forget what the fire took away...hoping that some day we could… https://www.instagram.com/p/BqXghhuFngL/?utm_source=ig_twitter_share&igshid=tq7px0fnv85a …",fhdphotography
3219,med medical block ne prescott dr portland portland fire rp pdx,0.14318610504152937,0.13746869831146102,1,"MED - MEDICAL at 12600 BLOCK OF NE PRESCOTT DR, PORTLAND, OR [Portland Fire #RP18000095525] 06:36 #pdx911",Mult Co Fire/EMS log
3220,almcom monitored commercial fire alarm block n columbia blvd portland portland fire rp pdx,0.14151497480424616,0.13871116615548174,1,"ALMCOM - MONITORED COMMERCIAL FIRE ALARM at 2000 BLOCK OF N COLUMBIA BLVD, PORTLAND, OR [Portland Fire #RP18000095535] 07:26 #pdx911",Mult Co Fire/EMS log
3221,med medical block se th pl portland portland fire rp pdx,0.14563262791699724,0.1387345395697388,1,"MED - MEDICAL at 2800 BLOCK OF SE 35TH PL, PORTLAND, OR [Portland Fire #RP18000095528] 06:55 #pdx911",Mult Co Fire/EMS log
3222,vehicle fire spokane wb near garden spring rd traffic,0.13897738013299193,0.12498464369998372,1,Vehicle on fire in #Spokane on I-90 WB near Garden Springs Rd #traffic http://bit.ly/10BRbLh ,TTN Spokane
3223,vibration low victim high thrive exposing sound healing kundalini yoga past two week shaking vibration feeling sound wave,0.14892304604211903,0.14140090727777624,1,What’s your vibration? Low and victim or high and thrive? When exposing myself to sound healing and Kundalini yoga the past two weeks. Shaking up my vibrations as feeling the sound waves… https://www.instagram.com/p/BqXfLo5Hyhn/?utm_source=ig_twitter_share&igshid=1b4e5qqg56na9 …,Muriel Buckner
3224,med medical block se th ave portland portland fire rp pdx,0.14841589830592247,0.14002555460286728,1,"MED - MEDICAL at 3000 BLOCK OF SE 136TH AVE, PORTLAND, OR [Portland Fire #RP18000095526] 06:36 #pdx911",Mult Co Fire/EMS log
3225,castrong campfire morning sonomastrong sunrise newday smokeandash love survive fourthfloor topview santa rosa california,0.14683566393145747,0.14500748181097517,1,"#castrong #campfire #morning #sonomastrong as the #sunrises on a #newday of #smokeandash #love #survive #fourthfloor #topview @ Santa Rosa, California https://www.instagram.com/p/BqXdy9CAkMwpq1OKza9niYn6spNrALzttO7bEs0/?utm_source=ig_twitter_share&igshid=15xdlb9sw9nxo …",Cailyn McCauley
3228,polreq police request dispatch balance block ne emerson st portland portland fire rp pdx,0.1433742723011806,0.14043205447537896,1,"POLREQ - POLICE REQUEST (DISPATCH/BALANCE) at 400 BLOCK OF NE EMERSON ST, PORTLAND, OR [Portland Fire #RP18000095518] 05:27 #pdx911",Mult Co Fire/EMS log
3231,med medical block nw st helen rd portland portland fire rp pdx,0.14547177674020534,0.1358258120049919,1,"MED - MEDICAL at 11300 BLOCK OF NW ST HELENS RD, PORTLAND, OR [Portland Fire #RP18000095517] 05:25 #pdx911",Mult Co Fire/EMS log
3232,med medical block se market st portland portland fire rp pdx,0.14877318077515175,0.1471231090210508,1,"MED - MEDICAL at 10100 BLOCK OF SE MARKET ST, PORTLAND, OR [Portland Fire #RP18000095523] 06:14 #pdx911",Mult Co Fire/EMS log
3233,med medical block nw th ave portland portland fire rp pdx,0.14822980692148768,0.1355309489817844,1,"MED - MEDICAL at 100 BLOCK OF NW 6TH AVE, PORTLAND, OR [Portland Fire #RP18000095520] 05:37 #pdx911",Mult Co Fire/EMS log
3234,med medical block sw lesser rd portland portland fire rp pdx,0.14256593154091096,0.13790770479210543,1,"MED - MEDICAL at 11500 BLOCK OF SW LESSER RD, PORTLAND, OR [Portland Fire #RP18000095515] 05:21 #pdx911",Mult Co Fire/EMS log
3235,med medical block n lombard st portland portland fire rp pdx,0.143500991581341,0.1360314041790845,1,"MED - MEDICAL at 2700 BLOCK OF N LOMBARD ST, PORTLAND, OR [Portland Fire #RP18000095522] 06:05 #pdx911",Mult Co Fire/EMS log
3236,monday go follow passion openour rdeye monday motivation thirdeye rdeyegang goodenergy rhythm inmyzone hightimes fire psychedelic dream passion rise,0.13504460791688716,0.13481206335826895,1,"It’s Monday!!!
Go Follow Your Passion... 
.
.
#openour3rdeye #monday #motivation #thirdeye #3rdeyegang #goodenergy #rhythm #inmyzone #hightimes #fire #psychedelic #dreams #passion #rise… https://www.instagram.com/p/BqXVzYzA8Sa/?utm_source=ig_twitter_share&igshid=mv8b18h5juzp …",Openour3rdeye
3239,med medical block se woodstock blvd portland portland fire rp pdx,0.14704034960913284,0.13361990467481819,1,"MED - MEDICAL at 10200 BLOCK OF SE WOODSTOCK BLVD, PORTLAND, OR [Portland Fire #RP18000095512] 04:59 #pdx911",Mult Co Fire/EMS log
3240,med medical block sw th ave portland portland fire rp pdx,0.1479792081896542,0.1381163624739851,1,"MED - MEDICAL at 2400 BLOCK OF SW 6TH AVE, PORTLAND, OR [Portland Fire #RP18000095510] 04:56 #pdx911",Mult Co Fire/EMS log
3241,med medical block nw th ave portland portland fire rp pdx,0.14822980692148768,0.1355309489817844,1,"MED - MEDICAL at 300 BLOCK OF NW 19TH AVE, PORTLAND, OR [Portland Fire #RP18000095519] 05:33 #pdx911",Mult Co Fire/EMS log
3242,vehicle fire portland se th ave nb sb se lafayette st pdxtraffic,0.1472099352443412,0.14305910010113534,1,Vehicle on fire in #Portland on SE 17th Ave Both NB/SB at SE Lafayette St #PDXtraffic http://bit.ly/13YgbTi ,TTN Portland
3243,med medical ne holladay st portland portland fire rp pdx,0.14284325772834436,0.13784640424862857,1,"MED - MEDICAL at 0 NE HOLLADAY ST, PORTLAND, OR [Portland Fire #RP18000095511] 04:57 #pdx911",Mult Co Fire/EMS log
3246,almaud audible fire alarm block sw sam jackson park rd portland portland fire rp pdx,0.14788308123117758,0.13992613374567617,1,"ALMAUD - AUDIBLE FIRE ALARM at 3100 BLOCK OF SW SAM JACKSON PARK RD, PORTLAND, OR [Portland Fire #RP18000095516] 05:23 #pdx911",Mult Co Fire/EMS log
3247,ta traffic accident st response fire em block nw yeon ave portland portland fire rp pdx,0.14547452888792675,0.1367254572744374,1,"TA1 - TRAFFIC ACCIDENT - 1ST RESPONSE (FIRE & EMS) at 3500 BLOCK OF NW YEON AVE, PORTLAND, OR [Portland Fire #RP18000095508] 04:15 #pdx911",Mult Co Fire/EMS log
3248,med medical block ne mason st portland portland fire rp pdx,0.14801499330240842,0.1414047440619413,1,"MED - MEDICAL at 400 BLOCK OF NE MASON ST, PORTLAND, OR [Portland Fire #RP18000095506] 04:02 #pdx911",Mult Co Fire/EMS log
3249,med medical block se nd ave portland portland fire rp pdx,0.14853767230140894,0.13549918821487972,1,"MED - MEDICAL at 5600 BLOCK OF SE 122ND AVE, PORTLAND, OR [Portland Fire #RP18000095501] 03:35 #pdx911",Mult Co Fire/EMS log
3250,gasinv natural gas odor investigation ne going st ne cully blvd portland portland fire rp pdx,0.14203764558947407,0.13665776419142986,1,"GASINV - NATURAL GAS ODOR OR INVESTIGATION at NE GOING ST / NE CULLY BLVD, PORTLAND, OR [Portland Fire #RP18000095509] 04:25 #pdx911",Mult Co Fire/EMS log
