,cleaned_message,urgent_cos_sim,non_urgent_cos_sim,urgent,text,username
1527,vinespitfire unofficial new fire report detail uncertain malheurcounty mi ene harper mi wnw boise city id see official safety info may incorrect disclaimer image pic twitter com yrvf vtnk,0.1432811289143378,0.146048539050848,0,"#VinesPitFire unofficial new fire report; details uncertain.
#MalheurCounty; ~9mi ENE of Harper, OR. ~64mi WNW of Boise City, ID. See officials for safety info. May be incorrect; disclaimers in images.pic.twitter.com/yrvF9vtnK0",Wildfire Bot (WA/OR)-Unofficial 🔥🤖
1532,repost alesso get repost tuesday november friend corentin wa victim hit run accident corentin wa hit car wa crossing street,0.14104393914709257,0.14894805812510886,0,"#Repost @alesso with get_repost
・・・
On Tuesday, November 6, our friend Corentin was a victim of a hit & run accident. 
Corentin was hit by a car as he was crossing the street in… https://www.instagram.com/p/Bp7u25dgtHw/?utm_source=ig_twitter_share&igshid=1vlw3am0tbxpo …",Jfilmshd
1534,sometimes music remedy get mind everything else time fit lyric fit life googoodolls thefillmore sanfrancisco,0.13870028741818932,0.1498539284019858,0,"Sometimes Music is the only remedy that gets your mind off of everything else . At times I fit into Lyrics more than I fit into Life. 
.
.
.
#googoodolls #thefillmore #sanfrancisco… https://www.instagram.com/p/Bp7u6hTntwy/?utm_source=ig_twitter_share&igshid=bf8ufwjttwsy …",A.Alessio
1535,bottle mg mg vape juice today mention post smoke n ohm smoke shop,0.15460146640271608,0.15892514493216894,0,25% off on all bottles of 6mg and 12mg vape juice for today only when you mention this post. @ Smoke N Ohm's Smoke Shop https://www.instagram.com/p/Bp7tqdfgJt2/?utm_source=ig_twitter_share&igshid=12yku6gf28fjo …,Smoke N Ohm's Smoke Shop
1537,later today smoke ash contrast change autumn lakeport california,0.14774203326804572,0.15361023928922699,0,"Later today. #smoke #ash #contrast #change #autumn @ Lakeport, California https://www.instagram.com/p/Bp7tUXbgRRRimGrL1Lyw0Sydi_zDQYVkIG3npY0/?utm_source=ig_twitter_share&igshid=kd6tp5wpccrt …",Solomon Schweitzer
1540,smoke campfire butte county ukiah mendocino county calfire cawx dharma realm buddhist university drbu,0.1506820829652155,0.15265765065698933,0,"Smoke from the #campfire in Butte county in Ukiah, Mendocino County. #CalFire #cawx @ Dharma Realm Buddhist University - DRBU https://www.instagram.com/p/Bp7s-rflBzH/?utm_source=ig_twitter_share&igshid=9ryrd02rhfej …",franklyn wu
1542,gamenewz pdxgame izm itsinmenotonme sportyshit repost swinla get repost baylengends smoke tour continues november th reno nevada,0.14867388507256435,0.15347545215581668,0,"[#GAMENEWZ]
#PDXGAME #503IZM
#ItsInMeNotOnMe
#SportyShit
#Repost @swinla (get_repost)
・・・
#baylengends up in smoke tour continues November 17th in reno #Nevada… https://www.instagram.com/p/BocPfRxne_oO7sFB3Sr_2Y4HIF6H8FO06TCHd00/?utm_source=ig_twitter_share&igshid=1v6ez1whptm6a …",K.V. #GAMENEWZ Inc. #SportyShit
1545,rfire residential structure fire block se stark st portland portland fire rp pdx,0.14393609374879415,0.15177784331205166,0,"RFIRE - RESIDENTIAL STRUCTURE FIRE at 3300 BLOCK OF SE STARK ST, PORTLAND, OR [Portland Fire #RP18000092469] 10:48 #pdx911",Mult Co Fire/EMS log
1553,buttefire blanketing napavalley sonomacounty smoke climatechangeisreal fireseason santa rosa california,0.14506480601716787,0.14638652360440182,0,"#buttefire is #blanketing #napavalley #sonomacounty with #smoke #climatechangeisreal #fireseason  @ Santa Rosa, California https://www.instagram.com/p/Bp7phcMAZl3EaAgZ5XgqAgL-VErqqCBl-AuNDA0/?utm_source=ig_twitter_share&igshid=pp5ebujauzl8 …",Cailyn McCauley
1556,almres monitored residential fire alarm block ne klickitat st portland portland fire rp pdx,0.1457857799348741,0.14951301837921754,0,"ALMRES - MONITORED RESIDENTIAL FIRE ALARM at 4100 BLOCK OF NE KLICKITAT ST, PORTLAND, OR [Portland Fire #RP18000092479] 11:50 #pdx911",Mult Co Fire/EMS log
1561,yl x ly hiphop unsignedartist xxlmagazine swayinthemorning hiphopculture rap soundcloud yl indie music art smoke lit mood vibe studio wshh newmusic indiemusic,0.14790207123123425,0.1540678319979123,0,"YL X LY  
#hiphop #unsignedartist #xxlmagazine #swayinthemorning #hiphopculture #rap #soundcloud #yl #indie #music #art #smoke #lit #mood #vibes #studio #wshh #newmusic #indiemusic… https://www.instagram.com/p/Bp7nMoVgOlo/?utm_source=ig_twitter_share&igshid=1mn878gbmk2rg …",Izayah
1565,peakfire unofficial new fire report detail uncertain trinitycounty near ruth ca mi wsw redding ca see official safety info may incorrect disclaimer image pic twitter com splwcc wd,0.1392910406071934,0.14194807357126288,0,"#PeakFire unofficial new fire report; details uncertain.
#TrinityCounty; Near Ruth, CA. ~57mi WSW of Redding, CA. See officials for safety info. May be incorrect; disclaimers in images.pic.twitter.com/SpLWcc16wD",Wildfire Bot (CA) - Unofficial 🔥🤖
1568,name starting come victim last night borderlineshooting friend friend wa one victim hug friend even promised today,0.1442809807013819,0.14471715539854768,0,"Names are starting to come out for the victims of last nights #BorderlineShooting friend of a friend was one of the victims. Hug your friends, we’re not even promised today.",DJTyrant
1573,repost geprotection pray family victim hero vcso california venturacounty hero thinblueline bluelivesmatter ventura california,0.14554622801384678,0.15003162409580134,0,"#Repost @geprotection
・・・
PRAY FOR THEIR FAMILIES 
11 victims
1 hero
#vcso
#california
#venturacounty
#hero
#thinblueline
#bluelivesmatter @ Ventura, California https://www.instagram.com/p/Bp7iwQzF4x5/?utm_source=ig_twitter_share&igshid=1iadmbcdi45ht …",Jose L Cherrez
1575,redmountainfire unofficial new fire report detail uncertain maricopacounty near fountain hill az mi e phoenix az see official safety info may incorrect disclaimer image pic twitter com lwmoac iw,0.14145808106300758,0.14521642344850408,0,"#RedMountainFire unofficial new fire report; details uncertain.
#MaricopaCounty; Near Fountain Hills, AZ. ~21mi E of Phoenix, AZ. See officials for safety info. May be incorrect; disclaimers in images.pic.twitter.com/lwmoAC70iW",Wildfire Bot (SW) - Unofficial🔥🤖
1576,fire beautiful winter howdoyoubuyahouse irvinehousing firsttimehomebuyer buyinghome findanagent reliableagent irvinerealestate irvineagent irvinehousing buyhouseinirvine irvineschoolspic twitter com zh qao,0.14427610087671897,0.1493311871682245,0,"Fire can be beautiful in the winter. 

#howdoyoubuyahouse #irvinehousing #firsttimehomebuyer #buyinghome #findanagent #reliableagent #irvinerealestate #irvineagent #irvinehousing #buyhouseinirvine #irvineschoolspic.twitter.com/zH9i52Qao1",Song Song
1577,guncontrol please like guncontrolnow pleeeeeease wishing victim rest peace family take comfort honor fallen,0.14563689917298636,0.14589508910542698,0," #guncontrol, please.  Like #guncontrolNOW.  Pleeeeeease...  Wishing all the victims rest in peace, & that their families take comfort to honor their fallen by… https://www.instagram.com/missproffitt/p/Bp7ij_HAn1K/?utm_source=ig_twitter_share&igshid=1lwst35c10kmj …",Billie Proffitt
1579,grass fire ha reported right shoulder bakersfield hwy sb ca traffic,0.13292207697305528,0.1337289597664516,0,A grass fire has been reported on the right shoulder. in #Bakersfield on Hwy 99 SB at CA-58 #traffic http://bit.ly/16BZ5bf ,TTN Bakersfield
1581,heart hurt family friend victim patron worker witness owner sending thought prayer borderlinebar los angeles california,0.138143187251609,0.1407124933671329,0,"My heart hurts for the family and friends of the victims here... and for the patrons, workers, witnesses and owner! Sending thoughts and prayers. borderlinebar @ Los Angeles, California https://www.instagram.com/p/Bp7hk9xnh9-/?utm_source=ig_twitter_share&igshid=m1n2o2d82n8w …",Alia Schrader
1586,serious fire caution seattle st ave sb blanchard st stopped traffic back wall st delay min traffic,0.14641747843281175,0.14901581365313923,0,"Serious fire, caution in #Seattle on 1st Ave SB at Blanchard St, stopped traffic back to Wall St, delay of 6 mins #traffic",Total Traffic SEA
1588,serious fire caution seattle st ave nb blanchard st stopped traffic back lenora st delay min traffic,0.1464880809894162,0.14746362795275283,0,"Serious fire, caution in #Seattle on 1st Ave NB at Blanchard St, stopped traffic back to Lenora St, delay of 1 min #traffic",Total Traffic SEA
1589,med medical n russell st n interstate ave portland portland fire rp pdx,0.15048243997891955,0.1558820330672351,0,"MED - MEDICAL at N RUSSELL ST / N INTERSTATE AVE, PORTLAND, OR [Portland Fire #RP18000092467] 10:16 #pdx911",Mult Co Fire/EMS log
1598,mza latest dig arrived bkny paradise feat thalma de freitas limited edition brother djcenter sly thave fantastic gem perfect weapon,0.14475608736860665,0.14866386387067212,0,"Mza Latest Digs:  Just arrived from BKNY, Paradise feat. Thalma De Freitas (Limited Edition) from the brothers @DJCenter and @Sly5thAve on this fantastic 7"" gem!  A perfect weapon for the… https://www.instagram.com/p/Bp7a2mOlP-j/?utm_source=ig_twitter_share&igshid=1gj0ucdzu32xs …",Soul Circle Radio
1609,wa last night friend quick bite thousand oak suburb la man opened fire restaurant two security guard shot first took aim,0.14995238325703134,0.1588038867201799,0,I was out last night with friends having a quick bite  in Thousand Oaks a suburb of LA. A man with a .45 opened fire in the restaurant. Two security guards were shot first then he took aim… https://www.instagram.com/p/Bp7YKE2HeXG/?utm_source=ig_twitter_share&igshid=s0rexh0qw5rb …,ShaneGriffinLA
1611,praying loved one victim lost borderlinebar last night praying mental health praying sanity praying peace praying leadership praying humanity,0.13288889660710898,0.13297841898612173,0,Praying for the loved ones of the victims lost at #BorderlineBar last night. Praying for mental health. Praying for sanity. Praying for peace. Praying for leadership. Praying for humanity.… https://www.instagram.com/p/Bp7XmctBdaH/?utm_source=ig_twitter_share&igshid=wadnc2fqwfj3 …,Jessica
1613,great place come eat w family friend thank campfirevibes csjiujitsu campfire,0.14639148259514206,0.1471445094179445,0,Great place to come eat w/ family & friends! Thank You @campfirevibes #csjiujitsu @ Campfire https://www.instagram.com/p/Bp7XRL2AoQ1/?utm_source=ig_twitter_share&igshid=1c9yykwzf1irp …,CS Jiu Jitsu
1617,splitterfire unofficial new fire report detail uncertain klamathcounty mi e chiloquin mi ene medford see official safety info may incorrect disclaimer image pic twitter com tp opxi zi,0.1425994852493772,0.1493486404600099,0,"#SplitterFire unofficial new fire report; details uncertain.
#KlamathCounty; ~22mi E of Chiloquin, OR. ~75mi ENE of Medford, OR. See officials for safety info. May be incorrect; disclaimers in images.pic.twitter.com/Tp7opXi6zi",Wildfire Bot (WA/OR)-Unofficial 🔥🤖
1624,servpro still smell bad carrfire smoke odor home redding soon cold wet smoke odor worse holiday friend family odor removal problem solution redding california pic twitter com avwgsi p,0.14002132201509834,0.1407603903928894,0,"** WHY #SERVPRO?
Still smell bad #CarrFire smoke and odor in your home?
Redding will soon be cold and wet and your smoke odor will be worse.
Holiday Friends and Family - Odor Removal
https://bit.ly/2QcabAE 
Your Problem. Our Solution.
Redding, California
530-222-0200pic.twitter.com/0aVwGSI98P",ServproNorthShasta
1626,spot fire unofficial new fire report detail uncertain sanbernardinocounty mi se big bear city ca mi e los angeles ca see official safety info may incorrect disclaimer image pic twitter com orehkankul,0.13900886598240958,0.1428674018782564,0,"#Spot1Fire unofficial new fire report; details uncertain.
#SanBernardinoCounty; ~5mi SE of Big Bear City, CA. ~96mi E of Los Angeles, CA. See officials for safety info. May be incorrect; disclaimers in images.pic.twitter.com/oReHKAnKul",Wildfire Bot (CA) - Unofficial 🔥🤖
1627,heart broken time right backyard prayer thought family victim affected yet another horrific act thousandoaksshooting,0.1393895969790474,0.1419372667566832,0,My heart is broken - again. And this time right in my backyard. My prayers and thoughts are with the families and victims affected by yet another horrific act. #thousandoaksshooting @… https://www.instagram.com/p/Bp7Rg3ynfOz/?utm_source=ig_twitter_share&igshid=cbo64o354m3d …,Touré (PT) Roberts
1628,heart broken time right backyard prayer thought family victim affected yet another horrific act thousandoaksshooting,0.1393895969790474,0.1419372667566832,0,My heart is broken - again. And this time right in my backyard. My prayers and thoughts are with the families and victims affected by yet another horrific act. #thousandoaksshooting @… https://www.instagram.com/p/Bp7RbBsH7pH/?utm_source=ig_twitter_share&igshid=6grvwe4slc70 …,Touré (PT) Roberts
1629,developing new class college health disparity social determinant health paradise valley community college,0.14089000814039218,0.1438656151172693,0,"Developing a new class for the college, Health Disparities & The Social Determinants of Health.  @ Paradise Valley Community College https://www.instagram.com/p/Bp7RJmfh3Sc7I8iod7dvmxtleldlfD6Lfp3xCI0/?utm_source=ig_twitter_share&igshid=182pdkbt9rky5 …","Daryl, PhD (c), M.S., MPH, CHES"
1634,paradise aquarium aquariumofthepacific aquariumofthepacific losangeles latrip aquarium pacific,0.1461313019219757,0.15715883316522894,0,#paradise #aquarium #aquariumofthepacific #aquariumofthepacific #losangeles #latrip2018 @ Aquarium of the Pacific https://www.instagram.com/p/Bp7PfaGhHB8Rtg4OKuDAIzQEsfv4bBcCGV2vrM0/?utm_source=ig_twitter_share&igshid=xlog36ovsxt0 …,Pla_Sirinavin
1651,almcom monitored commercial fire alarm block sw th ave portland portland fire rp pdx,0.1428105481177014,0.14285233326966296,0,"ALMCOM - MONITORED COMMERCIAL FIRE ALARM at 12000 BLOCK OF SW 49TH AVE, PORTLAND, OR [Portland Fire #RP18000092436] 07:04 #pdx911",Mult Co Fire/EMS log
1652,smokea smoke investigation outside structure block se water ave portland portland fire rp pdx,0.1544642452038155,0.15983002485743508,0,"SMOKEA - SMOKE INVESTIGATION OUTSIDE A STRUCTURE at 1900 BLOCK OF SE WATER AVE, PORTLAND, OR [Portland Fire #RP18000092437] 07:06 #pdx911",Mult Co Fire/EMS log
1654,jmcneilstudios tbt want fire cinespacechicago los angeles california,0.1366156365800626,0.13742735105410492,0,"jmcneilstudios #tbt “I Want My Fire” #cinespacechicago @ Los Angeles, California https://www.instagram.com/p/Bp7HOCwlp2z/?utm_source=ig_twitter_share&igshid=ehyukl1yzfnm …",Devon Edwards
1655,lower photo moist concrete yes folk moist morning paradise eagle rock los angeles,0.13810708591665183,0.14392985895157112,0,"That there in the lower photo is moist concrete! Yes folks, it’s a moist morning in Paradise! @ Eagle Rock, Los Angeles https://www.instagram.com/p/Bp7HlI7gO9N/?utm_source=ig_twitter_share&igshid=4kbeypx7xxol …",Tracy King
1657,dont want smoke chappelle marriage family therapy,0.14349267928431075,0.14492806911553707,0, THEY DONT WANT NO MORE SMOKE  @ Chappelle Marriage and Family Therapy https://www.instagram.com/p/Bp7HGBIguFB/?utm_source=ig_twitter_share&igshid=2ow0z9prrvb5 …,Focus Da Problem ™
1659,los angeles fire department epi center lafd los angeles ca,0.14049637632153583,0.14329834984167658,0,"I'm at Los Angeles Fire Department EPI-Center - @lafd in Los Angeles, CA https://www.swarmapp.com/c/fdF7o5WPg8l ",Brian Humphrey GPS
1661,lafd fire station los angeles ca,0.13941850794023547,0.14132145915268804,0,"I'm at @LAFD Fire Station 4 in Los Angeles, CA https://www.swarmapp.com/c/3TkfwM7nH9b ",Brian Humphrey GPS
1664,canalfire unofficial new fire report detail uncertain yumacounty near el prado estate az mi n yuma az see official safety info may incorrect disclaimer image pic twitter com kimfh e p,0.14330941975710706,0.14761904378258728,0,"#CanalFire unofficial new fire report; details uncertain.
#YumaCounty; Near El Prado Estates, AZ. ~13mi N of Yuma, AZ. See officials for safety info. May be incorrect; disclaimers in images.pic.twitter.com/kIMfh47e5P",Wildfire Bot (SW) - Unofficial🔥🤖
1672,looking home investment arizona looking escape cold climate move paradise low tax great home price strong market call brianford scottsdale,0.14335341684156258,0.14623353790225804,0,"Looking for a home or investment in Arizona? Looking to escape cold climate & move to paradise?? Low taxes, great home prices, strong market, call me  480-822-8595 #brianford #scottsdale… https://www.instagram.com/p/Bp6-63Gl0Vq/?utm_source=ig_twitter_share&igshid=bwfvlbhrym3t …",Brian Ford
1673,kilatesbcn asics made absolute fire many little detail unique colorway kilates gellyteiii asicsaddict teamasics asicsworld,0.14047930963053382,0.15366568447479817,0," So @24kilatesbcn and Asics made some absolute Fire with these!  So many little details and a very unique colorway! 
-
#24kilates #gellyteiii
#asicsaddict #teamasics #asicsworld… https://www.instagram.com/p/Bp69-x2gOTk/?utm_source=ig_twitter_share&igshid=1x5riog4lm9fh …",TonyDiamondsTDC
1675,smokea smoke investigation outside structure n mississippi ave n skidmore st portland portland fire rp,0.1555988813656001,0.1665015504542674,0,"SMOKEA - SMOKE INVESTIGATION OUTSIDE A STRUCTURE at N MISSISSIPPI AVE / N SKIDMORE ST, PORTLAND, OR [Portland Fire #RP18000092421] 05:24",Mult Co Fire/EMS log
1685,levyfire unofficial new fire report detail uncertain yumacounty near el prado estate az mi n yuma az see official safety info may incorrect disclaimer image pic twitter com djom b oef,0.1419955673924019,0.1459906132268486,0,"#LevyFire unofficial new fire report; details uncertain.
#YumaCounty; Near El Prado Estates, AZ. ~13mi N of Yuma, AZ. See officials for safety info. May be incorrect; disclaimers in images.pic.twitter.com/Djom4B6OEf",Wildfire Bot (SW) - Unofficial🔥🤖
1691,heart ache community word say prayer make victim staff borderlinebar venturacounty thousandoaks borderlinebar,0.14440821856256567,0.14488352396171633,0,My heart aches for our community. There are no words I can say just prayers I can make for all the victims and all the staff at borderlinebar  #venturacounty #thousandoaks #borderlinebar… https://www.instagram.com/p/Bp6yqTfABjc/?utm_source=ig_twitter_share&igshid=13twnk8vibab3 …,Jeff Urrea
1694,emergency hotline locate victim survivor borderline mass shooting borderline bar grill,0.1341340257652917,0.14062458694301813,0,Emergency Hotline to locate victims or survivors of Borderline Mass Shooting 805-465-6650 @ Borderline Bar & Grill https://www.instagram.com/p/Bp6qV17Az-5/?utm_source=ig_twitter_share&igshid=c9y42l7zaqh0 …,Sarah Petty Silikula
1703,god bless victim family still trying connect missing loved one moment love hope thru tragedy borderline bar grill,0.13746226918042606,0.14171754750071905,0,God Bless all the victims and their families still trying to connect with their missing loved ones. Here is a moment of love and hope thru this tragedy. @ Borderline Bar & Grill https://www.instagram.com/p/Bp6lZEClOUF/?utm_source=ig_twitter_share&igshid=1jqdaka0pkha5 …,Sarah Petty Silikula
1711,almcom monitored commercial fire alarm n center court st portland portland fire rp pdx,0.140314979243539,0.1477758365601091,0,"ALMCOM - MONITORED COMMERCIAL FIRE ALARM at 0 N CENTER COURT ST, PORTLAND, OR [Portland Fire #RP18000092392] 00:55 #pdx911",Mult Co Fire/EMS log
1712,nightfire unofficial new fire report detail uncertain sanbernardinocounty near crestline ca mi ene los angeles ca see official safety info may incorrect disclaimer image pic twitter com qpmuwivrk,0.1405057199472767,0.14328968300746947,0,"#NightFire unofficial new fire report; details uncertain.
#SanBernardinoCounty; Near Crestline, CA. ~65mi ENE of Los Angeles, CA. See officials for safety info. May be incorrect; disclaimers in images.pic.twitter.com/6QpmUwiVrK",Wildfire Bot (CA) - Unofficial 🔥🤖
1715,could really give f usually try get f wa pain smoke really good infused blunt although would dare try even drive mobility,0.14507070455054358,0.1457098193949186,0,I could really give a f*** I usually don't try to get f***** up but I was in pain and I smoke some really good infused blunt and although I would not dare try to even drive my mobility… https://www.instagram.com/p/Bp6f7HWF1OS/?utm_source=ig_twitter_share&igshid=ixa23xgnx1ux …,Cheryl Love aka Cheryl Love Diaz
1716,mass shooting local bar thousand oak california authority say scene still active least victim tiroteo en un bar local en thousand oak ca en,0.145108196918115,0.1500624962569016,0,"Mass shooting at local bar in #Thousand Oaks #california authorities say the scene is still active and there are at least 6 victims.
....
Tiroteo en un bar local en Thousand Oaks, CA en… https://www.instagram.com/p/Bp6gGGNBOMF/?utm_source=ig_twitter_share&igshid=1azje9m9ettxh …",Romi De Frias
1727,med medical sw th ave sw market st portland fire rp pdx,0.152743560419353,0.15477594425451444,0,MED - MEDICAL at SW 5TH AVE / SW MARKET ST [Portland Fire #RP18000092381] 23:57 #pdx911,Mult Co Fire/EMS log
1730,almaud audible fire alarm block se taylor st portland portland fire rp pdx,0.1439086681134746,0.14593455579654205,0,"ALMAUD - AUDIBLE FIRE ALARM at 600 BLOCK OF SE TAYLOR ST, PORTLAND, OR [Portland Fire #RP18000092375] 23:08 #pdx911",Mult Co Fire/EMS log
1732,almcom monitored commercial fire alarm se th ave portland portland fire rp pdx,0.14285068927843225,0.14766863107528297,0,"ALMCOM - MONITORED COMMERCIAL FIRE ALARM at 0 SE 17TH AVE, PORTLAND, OR [Portland Fire #RP18000092373] 22:46 #pdx911",Mult Co Fire/EMS log
1740,kid mma adult muay thai tonight wa fire warrior martialarts mma muaythai gymlife training liftheavy highlyaggressive thaiboxing strength workout,0.1372859745035779,0.15110682573256784,0,"From Kids MMA to Adult Muay Thai tonight was on Fire with all the Warriors 
#martialarts #mma #muaythai #gymlife #training #liftheavy #highlyaggressive #thaiboxing #strength #workout… https://www.instagram.com/p/Bp6LzMtAi94/?utm_source=ig_twitter_share&igshid=1my8lpwjra2x7 …",Brood 9 Martial Arts
1744,silence spiritual fire month seattle washington,0.1450733852408268,0.1597936919942346,0,"Silence & spiritual fires  is all I’ll be doing this month @ Seattle, Washington https://www.instagram.com/p/Bp6KrD0A-qX/?utm_source=ig_twitter_share&igshid=1urk06pnht9in …",WICCASSO WITCH
1752,fire bid burn selfie artattherendon artattherendon therendon flame photography photographer photographerslife realdonaldtrump senjameinhofe losangelesphotographer,0.14119672911905456,0.14218535086180595,0,Fire! I bid you to burn! #selfie artattherendon #artattherendon #therendon #flames #photography #photographer #photographerslife .@realdonaldtrump .@senjameinhofe #losangelesphotographer… https://www.instagram.com/p/Bp6IF3iA46r/?utm_source=ig_twitter_share&igshid=s7yfuyyvmwpf …,Billy Bennight
1755,tyler durden damned day marlasinger tourist michaelkaplan chose wide brimmed hat smoke would float around bridesmaid costume recommissioned,0.14852395581713032,0.15567552992655398,0,"Tyler Durden be damned! Day3 / 10, #marlasinger  The Tourist, #michaelkaplan chose the wide brimmed hat so the smoke would float around her... the bridesmaid costume, recommissioned… https://www.instagram.com/p/Bp6F3r5ACJv/?utm_source=ig_twitter_share&igshid=18ysk2sh8u5zu …",Genevieve Tyrrell
1756,drinking fire guild moderntimesbeer moderntimesbeer,0.1405030701953049,0.1497912053306293,0,Drinking a Fire Guild by @ModernTimesBeer at @moderntimesbeer — http://untp.beer/s/c673174178 ,Stig Soerensen
1761,almres monitored residential fire alarm block se franklin st portland portland fire rp pdx,0.14454778082007766,0.1459810681350511,0,"ALMRES - MONITORED RESIDENTIAL FIRE ALARM at 7600 BLOCK OF SE FRANKLIN ST, PORTLAND, OR [Portland Fire #RP18000092358] 21:12 #pdx911",Mult Co Fire/EMS log
1763,elec electrical problem structure block sw alder st portland portland fire rp pdx,0.14038129888819562,0.14495173831015182,0,"ELEC - ELECTRICAL PROBLEM IN A STRUCTURE at 1600 BLOCK OF SW ALDER ST, PORTLAND, OR [Portland Fire #RP18000092354] 20:57 #pdx911",Mult Co Fire/EMS log
1765,love fresh basil love pizza mysliceofthepiephx el blanco topped roasted jalape garlic olive oil four cheese blend asadero rom tomato fire roasted,0.1423202452690935,0.14244603634742348,0,"If you love fresh #basil, you’ll love this #pizza! mysliceofthepiephx’s El Blanco is topped with roasted jalapeño garlic olive oil, four cheese blend, asadero, Roma tomatoes, fire roasted… https://www.instagram.com/p/Bp6DZ6xlWu1/?utm_source=ig_twitter_share&igshid=l38q97f8f0nc …",SipEatSleepRhepeat
1768,fire one desire jujuazalia redhair redhead bsbvegas backstreet boy larger life,0.1340402238886027,0.1347183156010489,0,"Am I your fire?  Your one desire?
#JuJuAzalia #RedHair #RedHead #BSBVegas @ Backstreet Boys: Larger Than Life https://www.instagram.com/p/Bp579unHoCn/?utm_source=ig_twitter_share&igshid=148p7ene3sl1 …",Julissa
1772,cigar margarita vacationlife cigar tequila smoke arturofuente donjulio rancho mirage california,0.1361170989091781,0.14462489188319513,0,"Cigar and margarita #VacationLife #cigar #tequila #smoke #ArturoFuente #DonJulio @ Rancho Mirage, California https://www.instagram.com/p/Bp6Bfb9A79UCT_EtPhwSke5MvtcIyVliDKn9IQ0/?utm_source=ig_twitter_share&igshid=1p4pbebyl5yml …",Michael Spadea
1791,weinstein pay harassment victim taxed even write legal fee answer complex consequential oso tax service pic twitter com nufbdi q,0.14685028555974527,0.1522129427721609,0,"http://www.OsoTax.com  If Weinstein pays harassment victims, will they be taxed, and can they even write off their legal fees? The answer is complex and consequential. OSO TAX SERVICE pic.twitter.com/NUFBdi2a4q",Oso Tax Service
1795,late post family reminder every wednesday cease fire seat round table talk impact community bring idea meet u pm bethel ame,0.14757735197091915,0.15698154197160266,0,Late post Family just a reminder that every Wednesday Cease Fire seat at the round table and talk about how we can impact our communities. Bring your ideas. Meet us at 6:30pm Bethel AME… https://www.instagram.com/p/Bp56ucSgM5M/?utm_source=ig_twitter_share&igshid=xvejf3y44bzo …,Lemont Cau
1796,cocktail fire rum sugar,0.13891371324298282,0.15468372021881013,0,Cocktails on fire  @ Rum&Sugar https://www.instagram.com/p/Bp56lgYnsCt/?utm_source=ig_twitter_share&igshid=103ey0ovx22cy …,MF
1797,vehicle fire tempe lp eb scottsdale rd exit phxtraffic,0.14358760879132465,0.14688803077749196,0,Vehicle on fire in #Tempe on Lp 202 EB at Scottsdale Rd --- Exit 7 #PHXtraffic http://bit.ly/17hvnJU ,TTN Phoenix
1798,getting floor clean refinishing tomorrow basketball season upon u paradise honor high school athletics,0.13826366439357568,0.14102748755052008,0,Getting the floor all clean for refinishing tomorrow...basketball season is upon us!! @ Paradise Honors High School Athletics https://www.instagram.com/p/Bp56GpvlNtG/?utm_source=ig_twitter_share&igshid=112p76bhyk8q9 …,PHHS Athletics
1799,move kumquat dems plan bring mueller televised hearing trump fire report thehill,0.15299410793491616,0.16542502905944906,0,"Your move, Kumquat.

Dems plan to bring in Mueller for televised hearings if Trump fires him: report | TheHill - https://thehill.com/policy/national-security/415491-dems-plan-to-bring-in-mueller-for-televised-hearings-if-trump-fires …",Paul Lambert
1802,uplandssummitfire unofficial new fire report detail uncertain okanogancounty mi nw malott wa mi nne wenatchee wa see official safety info may incorrect disclaimer image pic twitter com kdyjrtbjx,0.1445720387868908,0.14720470537652985,0,"#UplandsSummitFire unofficial new fire report; details uncertain.
#OkanoganCounty; ~10mi NW of Malott, WA. ~70mi NNE of Wenatchee, WA. See officials for safety info. May be incorrect; disclaimers in images.pic.twitter.com/KdyJrtbJX3",Wildfire Bot (WA/OR)-Unofficial 🔥🤖
1805,almcom monitored commercial fire alarm block sw pine st portland portland fire rp pdx,0.14200853155973459,0.1438594220022718,0,"ALMCOM - MONITORED COMMERCIAL FIRE ALARM at 300 BLOCK OF SW PINE ST, PORTLAND, OR [Portland Fire #RP18000092322] 18:48 #pdx911",Mult Co Fire/EMS log
1809,rfire residential structure fire block se mall st portland portland fire rp pdx,0.1433366827979244,0.15164710981141177,0,"RFIRE - RESIDENTIAL STRUCTURE FIRE at 4000 BLOCK OF SE MALL ST, PORTLAND, OR [Portland Fire #RP18000092330] 19:11 #pdx911",Mult Co Fire/EMS log
1811,last minute call sema thehoonigans crew come get joshrobinson badass drift ute cleaned went full send caught fire help,0.14660258247251273,0.1497006317475959,0,"Had a last minute call while at SEMA from the @thehoonigans crew to come get joshrobinson530 badass drift Ute cleaned up after he went full send and caught her on fire 
.
With the help of… https://www.instagram.com/p/Bp52Guvhb-b/?utm_source=ig_twitter_share&igshid=68zbv4gn2zlu …",DezertDetail
1813,mama boy tonight got take girl date princessandsushi wassabi fire,0.13935947086571746,0.1486714541860895,0,Mama had the boys out tonight so I got to take my girl out on a date. #PrincessAndSushi @ Wassabi On Fire https://www.instagram.com/p/Bp52ExMB5wYMtrCIwwRrJfAWG8Lgj1Blf6qwWg0/?utm_source=ig_twitter_share&igshid=y9ea6nqcoefa …,Kc Jackson
