latitude,longitude
39.73880148,-121.7287309
40.07725097,-121.7254046
39.36649307,-121.7829192
39.05388776,-121.7191223
38.94195867,-121.681581
39.15518419,-121.7555092
40.14946652,-121.6346856
40.07878213,-121.7673326
39.01330272,-121.7719637
39.32941227,-121.6722488
38.97668386,-121.6341366
40.02529235,-121.8164632
39.66983462,-121.7974962
39.74942325,-121.7936284
40.19829918,-121.7494877
39.2296794,-121.6881969
38.80359976,-121.713171
39.96192888,-121.810725
39.67712915,-121.6421097
39.69972969,-121.7327194
38.82026463,-121.7741505
39.3159456,-121.7473205
40.14143611,-121.7706456
39.67144021,-121.7701838
39.87625948,-121.7815209
40.21410005,-121.6437104
39.92280603,-121.756316
39.3195842,-121.7838959
39.34765329,-121.7457574
39.93396029,-121.781399
38.88017908,-121.699711
39.65836208,-121.6876295
39.53765422,-121.7499208
39.41697588,-121.7534531
38.7908791,-121.7629417
40.00706813,-121.672198
39.92413552,-121.7535312
39.14701934,-121.7083023
39.21354679,-121.6577566
40.10927114,-121.6915894
38.85000216,-121.8072287
39.81112366,-121.7831578
39.74025215,-121.7312999
39.12989998,-121.7667861
39.26076472,-121.7212837
39.45065574,-121.7966203
39.20615658,-121.789547
39.38183972,-121.6406775
39.03343873,-121.680505
39.68277727,-121.7304236
39.67050589,-121.6972654
39.73782083,-121.632796
39.81174738,-121.7509481
39.00217708,-121.7606569
40.05590783,-121.7700021
39.38476749,-121.7364663
40.10775077,-121.636366
39.34044242,-121.7174733
39.05012946,-121.806287
39.37676041,-121.6314391
39.90444397,-121.6906409
40.15757309,-121.7402928
39.08623139,-121.6641582
38.827741,-121.6607438
39.42445119,-121.7205752
39.88304898,-121.6354833
40.1018663,-121.6959333
39.31891755,-121.6315716
39.51607505,-121.7271319
39.80419023,-121.7320591
39.60498372,-121.6559105
38.80964009,-121.8018868
40.17063523,-121.6811752
38.82330136,-121.716614
39.66522164,-121.6367541
39.68819143,-121.721642
40.21855037,-121.8189259
39.46767187,-121.7679703
39.36342756,-121.6975035
39.71016553,-121.719142
39.74171045,-121.7958481
40.17605031,-121.8014605
39.51179048,-121.6419667
39.37982591,-121.6526432
39.58816379,-121.7525197
39.02553337,-121.6400814
39.93956275,-121.7365928
39.08044051,-121.7434735
39.26701173,-121.7459557
39.18947027,-121.6998316
39.48654297,-121.6612087
39.78568264,-121.776317
40.05537326,-121.8191829
40.10286253,-121.7535705
39.12143207,-121.6908772
39.51758074,-121.7505599
39.33524088,-121.804785
39.60329749,-121.790319
39.27836611,-121.7760374
40.015468,-121.6486797
39.5698012,-121.6566258
38.925839,-121.76591
40.2069357,-121.702814
40.09192304,-121.796825
39.82114746,-121.7719447
39.53258512,-121.6762022
38.84982654,-121.6328986
39.94965084,-121.6941333
40.24783791,-121.7281383
39.04357707,-121.6873614
39.27961782,-121.7560086
38.92814381,-121.7402743
40.04903195,-121.7673114
39.19907873,-121.6891349
39.43090481,-121.756953
39.38074919,-121.6478517
39.69422006,-121.7804456
40.11445556,-121.7748279
39.41386944,-121.7571403
39.61107301,-121.6539785
38.77252413,-121.665009
39.92847876,-121.7377827
39.23269651,-121.6550772
40.01982574,-121.651301
39.60855499,-121.7217943
39.01329543,-121.7326098
39.63965801,-121.6833121
40.23251332,-121.7513291
39.11997967,-121.7319099
39.42356692,-121.7828784
39.6717276,-121.756159
40.22092855,-121.6515819
38.86530861,-121.7775608
39.4390191,-121.6977508
39.19954213,-121.7981192
39.94354002,-121.6363974
39.85847606,-121.766725
39.69687932,-121.7229952
38.76139845,-121.7890446
39.0313296,-121.8082855
39.65115027,-121.6531708
39.48969499,-121.718803
39.14307033,-121.7857667
39.14252909,-121.6350595
39.3910803,-121.8167309
38.93575563,-121.653549
39.70170959,-121.7623174
39.20822924,-121.6683829
39.33149946,-121.7684605
39.48713924,-121.685449
40.16499377,-121.7508057
40.15108834,-121.6768449
38.79348044,-121.8120122
39.03008729,-121.6389832
39.24114152,-121.771755
40.19173055,-121.7458042
39.00872288,-121.8132668
38.89496314,-121.6424055
39.4877201,-121.7286458
39.96798765,-121.6340627
39.61252926,-121.7141509
39.4361897,-121.6520849
39.16254197,-121.6741675
39.89875008,-121.7511399
39.10744605,-121.6619862
39.80068985,-121.7757264
40.00719754,-121.6809198
38.97746195,-121.787414
38.97798045,-121.80936
39.37959549,-121.7889623
39.53076487,-121.7964304
39.5610798,-121.7038015
39.16827141,-121.6722573
39.58654173,-121.7653812
40.18091128,-121.6704821
39.72565821,-121.7055361
39.40034548,-121.728397
38.90219492,-121.6795553
39.74886617,-121.672172
39.0283379,-121.761022
39.38032941,-121.6952121
40.08557059,-121.6830516
39.85949256,-121.8139169
40.16583861,-121.6501395
38.83480413,-121.7239527
39.36060113,-121.8068624
39.33064467,-121.7333753
39.48851158,-121.8087656
39.19255447,-121.6749103
39.61755915,-121.7322668
39.97626496,-121.6836638
39.88111412,-121.6809628
39.94130348,-121.7226688
39.29455246,-121.799573
38.9899382,-121.721255
39.91703716,-121.7672747
39.69926778,-121.7102999
39.91842429,-121.7611768
39.36026963,-121.81969
39.15805973,-121.7505218
40.19898361,-121.6776278
40.15583017,-121.6784757
39.57096247,-121.7761223
39.48112933,-121.7266747
39.582456,-121.6616378
40.10245811,-121.7861517
39.46163332,-121.7042379
40.10124785,-121.6688543
39.19141932,-121.6416297
39.51380299,-121.679247
40.14548953,-121.7423854
39.74712631,-121.7280812
39.56698089,-121.7561963
40.19208587,-121.6568579
39.10043426,-121.6962987
39.51514985,-121.7253729
39.42159625,-121.814931
39.33726824,-121.7681472
40.08889789,-121.7413591
40.20089611,-121.7629814
40.0379682,-121.6305226
39.73290957,-121.8192914
38.847157,-121.7585659
39.79305637,-121.7012267
39.52252253,-121.635386
39.97277508,-121.7657808
38.86389135,-121.724693
40.17542458,-121.697872
39.28097753,-121.8081607
40.16489026,-121.631661
39.5908955,-121.6949037
39.45497547,-121.7237628
39.25246518,-121.6407248
39.43093671,-121.6567193
39.02246998,-121.7696799
39.03588893,-121.6398711
39.74002286,-121.7629097
39.99416319,-121.6794035
39.87942713,-121.6743425
39.72696185,-121.7324181
38.9901166,-121.7302961
39.57217108,-121.7242074
39.32144766,-121.6606661
39.42721531,-121.6492816
39.64679251,-121.6798008
39.8200272,-121.795216
38.96753864,-121.6777046
40.05138259,-121.8185959
39.20382875,-121.6684406
39.68252357,-121.8047571
38.84851346,-121.6412752
39.8166353,-121.7992026
39.51550287,-121.6836108
39.5355157,-121.7986699
39.75498059,-121.746298
39.5211995,-121.6793716
39.49959294,-121.6588732
39.73360589,-121.7687511
40.09608993,-121.6345686
38.85244261,-121.7775841
39.25035606,-121.7688647
38.96475098,-121.6979164
39.17387512,-121.6846534
39.08786515,-121.6724857
39.03996944,-121.6961536
39.43953511,-121.6476445
38.96507775,-121.77139
39.96433735,-121.6705455
40.17014527,-121.6943863
39.91369569,-121.7576885
39.85436125,-121.8011208
39.98913052,-121.6670923
39.22331217,-121.6665958
40.16004303,-121.7995369
39.81968365,-121.6744462
38.9627354,-121.7759982
39.26215622,-121.6652037
39.31035594,-121.747707
39.88980244,-121.7997672
39.20601935,-121.7662627
39.97067256,-121.6754458
39.56999658,-121.679314
39.32947957,-121.6590786
38.77909957,-121.797392
40.11942415,-121.8130901
39.79154565,-121.8152947
40.10748037,-121.7468612
39.2630463,-121.7042129
40.2403427,-121.7451183
38.90566353,-121.6997291
40.09971845,-121.6441937
40.2417221,-121.6429924
39.84300045,-121.7196559
40.06517103,-121.7390784
39.41588868,-121.6530597
39.94375855,-121.7174348
40.09409339,-121.6562848
39.30074059,-121.777871
39.67364393,-121.7154528
39.38274193,-121.7749739
39.4070101,-121.6992591
39.2549094,-121.6443302
39.67039427,-121.7185353
40.14782119,-121.7280355
38.97471305,-121.8027144
39.31545113,-121.6499762
39.08032476,-121.6709982
38.77959587,-121.6889879
39.0270285,-121.7206575
39.30263097,-121.6721526
39.78113102,-121.673845
40.02812961,-121.7008983
39.94915581,-121.7814839
39.08546902,-121.7360052
40.09359317,-121.6459547
38.79427478,-121.7764105
39.92365816,-121.7979336
39.0446057,-121.6777569
39.60265694,-121.7493329
39.46378315,-121.8071223
39.61447515,-121.8186818
39.88495758,-121.7143809
38.99277385,-121.6611036
39.43899617,-121.7530157
39.59854481,-121.8104335
39.00569663,-121.7240682
40.05630119,-121.6668343
39.62019886,-121.7962773
40.00624133,-121.7869904
38.89534005,-121.7123775
39.81598432,-121.7301353
38.94796476,-121.7246379
40.22055838,-121.7575544
40.0151437,-121.7578258
39.16048068,-121.7694532
39.09900834,-121.77352
39.23385532,-121.6535794
39.62431636,-121.6429993
40.05139101,-121.7938963
39.96111192,-121.7048464
39.10524576,-121.668014
40.19414443,-121.6980347
40.03528029,-121.66345
39.46060423,-121.7413605
39.08494843,-121.8125853
40.16026682,-121.697396
40.10452496,-121.7283898
39.11090091,-121.7727745
39.03730095,-121.7379403
40.11949157,-121.7003266
39.47796118,-121.7602418
39.07623154,-121.7179762
39.36344638,-121.6365165
40.13519115,-121.7307627
39.7672654,-121.6695265
38.80480981,-121.7517768
39.66516595,-121.7933253
40.24106054,-121.7542529
39.15233026,-121.66486
39.79337186,-121.7373365
38.86611053,-121.7136229
39.6103209,-121.7602584
39.31432843,-121.6695317
39.53934408,-121.756601
40.22911757,-121.672582
39.22826135,-121.7200378
40.05185511,-121.8011095
39.94366128,-121.6704349
39.38150488,-121.6906831
39.77069321,-121.6912259
38.78411523,-121.762889
39.91271322,-121.6431266
39.91388075,-121.6473292
39.40512836,-121.690146
39.47459651,-121.6738632
39.18494189,-121.7811894
38.87559183,-121.6478056
38.99236757,-121.7046915
39.51420255,-121.6865094
40.02744187,-121.6563838
39.75588337,-121.8177977
39.2776467,-121.6668989
39.91557732,-121.731714
39.84268584,-121.8091573
39.93740379,-121.7309288
39.06013349,-121.8123891
39.21828373,-121.8181492
39.41971656,-121.6892754
39.62721788,-121.8006699
38.99973882,-121.725284
40.24191559,-121.7440523
39.59823638,-121.7063039
39.40390912,-121.7441812
38.79345309,-121.6484549
40.00377959,-121.6868677
39.4167395,-121.7667869
39.7580791,-121.6619497
39.85644844,-121.7669969
38.80847677,-121.7376949
40.02151939,-121.6662414
39.61686754,-121.69314
39.83639512,-121.6836749
40.15024078,-121.7884752
38.97266892,-121.7411815
38.96320489,-121.735121
38.83625945,-121.7357393
39.29194215,-121.7687452
39.75702878,-121.7573491
39.0424085,-121.7891973
40.13878742,-121.6346709
39.1194121,-121.722396
39.22804367,-121.7730874
40.17685077,-121.7889922
39.27182349,-121.8026397
39.96297408,-121.7025963
39.18918461,-121.7975357
39.41221511,-121.7209122
39.94362949,-121.8166429
38.84881852,-121.7532599
39.46239028,-121.6668445
38.84100587,-121.7071177
39.15117251,-121.6991773
38.9832897,-121.7256864
38.97530565,-121.6534232
38.97126357,-121.7198286
39.56272488,-121.7646687
40.24661128,-121.6795146
38.8058455,-121.7025292
38.86610604,-121.7727517
39.22477821,-121.7159966
38.84363662,-121.7320483
38.80212368,-121.7994501
39.1152647,-121.779353
40.23507688,-121.7999292
40.22042463,-121.7332011
38.7769387,-121.7348522
39.57040565,-121.7815369
39.10634021,-121.7825612
38.77696789,-121.71509
39.9338106,-121.7438659
39.11532853,-121.6972436
39.97367549,-121.8171468
40.14852297,-121.7001721
39.03073591,-121.7120882
40.07474918,-121.7899634
39.24754646,-121.7336729
39.94162894,-121.6352687
39.62734943,-121.7636014
39.60783141,-121.7802664
40.21095423,-121.6433686
39.35350909,-121.6405316
39.32139362,-121.7292693
39.49890715,-121.7459214
39.61089135,-121.7254999
40.08905639,-121.7266907
39.1325683,-121.6889027
39.58306609,-121.7854077
40.09514704,-121.7372093
39.30828246,-121.6954504
39.47252673,-121.7602545
39.8314449,-121.6527482
39.94312198,-121.7165401
39.4195198,-121.7871867
39.31452049,-121.7743774
39.85572362,-121.7326827
38.82483326,-121.7032693
38.98702235,-121.7655894
39.83439338,-121.663349
39.0189874,-121.7114059
39.82287487,-121.6310738
38.96426669,-121.7111386
39.32157292,-121.637341
39.32478172,-121.8066343
39.84368952,-121.6492717
39.15799402,-121.7957867
39.91026963,-121.7665183
39.34270691,-121.6531892
39.27741359,-121.7242709
38.76759401,-121.7642301
39.76461872,-121.7955731
38.85175664,-121.7318119
38.95401737,-121.7350273
39.46447513,-121.6325011
39.7177871,-121.7909496
39.41223372,-121.7873214
38.93005213,-121.7473967
38.94772389,-121.7425869
39.26233467,-121.6925287
39.87265891,-121.6670744
39.55752254,-121.6764045
39.9982116,-121.7630902
40.03645473,-121.6935287
39.00212255,-121.6528409
39.71530297,-121.6709724
39.95177122,-121.7336755
39.22235275,-121.7184251
39.94960761,-121.6586493
39.18358451,-121.7377812
40.11311839,-121.7011384
39.08104601,-121.6846397
38.76740923,-121.6922611
39.95890318,-121.6813879
39.18796661,-121.734977
39.91126282,-121.7501795
39.01552063,-121.6842407
39.12846253,-121.7044392
39.49344264,-121.6776669
40.14429369,-121.7427268
40.23301031,-121.6372757
39.46071868,-121.7411467
39.17285099,-121.6743879
39.07849466,-121.7255278
40.2259415,-121.669935
39.83064824,-121.7900275
39.3053489,-121.7276766
39.45002556,-121.6946941
39.19902935,-121.7245424
38.89113884,-121.7987316
39.2691471,-121.7253322
39.98590395,-121.7496804
39.25091741,-121.8080426
39.01441626,-121.8181048
39.02827511,-121.7057462
38.99295743,-121.7510143
39.30164264,-121.7734235
38.79579238,-121.7901274
39.72811992,-121.7920812
38.99140158,-121.6611573
39.6623633,-121.7376433
40.0668621,-121.6998314
39.68625263,-121.6688307
39.63338371,-121.7194541
39.76056176,-121.6718444
40.07929628,-121.6776641
39.47268778,-121.6385358
38.9987054,-121.6425132
38.98089363,-121.7382394
40.18616814,-121.6830071
38.76661569,-121.7519267
39.98341484,-121.779678
39.05640784,-121.6636638
38.99094242,-121.7109123
40.23792692,-121.7377978
40.0944974,-121.6368203
38.76263644,-121.7521126
39.4905784,-121.6557586
38.80865998,-121.6605936
39.1361692,-121.8107557
39.61391817,-121.8034875
39.70502234,-121.6781276
39.98131436,-121.7846213
38.94521199,-121.6701571
39.15058561,-121.7271825
39.47814116,-121.6374745
39.37878202,-121.8092556
39.62849291,-121.8127771
39.31762158,-121.6892798
39.54974355,-121.6317554
39.23633578,-121.6813511
38.85955488,-121.6302303
39.21676418,-121.7462709
39.13332069,-121.6760449
39.01017133,-121.6468665
39.96342813,-121.6699801
39.95681451,-121.6744652
39.06636914,-121.8052545
39.99833207,-121.7381356
39.77126101,-121.8009135
39.87680962,-121.7949734
39.76569673,-121.6842942
38.94470815,-121.7991843
40.14181018,-121.7148767
39.24089575,-121.6967762
40.02881789,-121.6507179
39.06798667,-121.7941606
40.24561418,-121.6759174
39.15092003,-121.7431109
38.78665101,-121.6888968
38.90881615,-121.7434436
39.98566318,-121.6989943
40.0247508,-121.7159682
39.10479399,-121.7753681
39.33028824,-121.6761622
39.3250099,-121.7475499
39.51038538,-121.7236208
39.9273436,-121.7677391
39.45188386,-121.8199488
39.35156733,-121.630881
39.30718279,-121.7858493
40.16533516,-121.6796856
38.86714784,-121.8160782
38.82365559,-121.68375
39.72477171,-121.6619553
39.6059563,-121.8105391
38.89075069,-121.7777628
39.82922983,-121.7545509
39.53281054,-121.8092063
39.60363658,-121.7784939
39.25826232,-121.6877556
38.79632071,-121.6943118
40.0887198,-121.6864591
38.79109508,-121.6898462
39.20350196,-121.796587
38.94406192,-121.7937736
39.98380516,-121.7438052
39.8451377,-121.7278795
39.26784423,-121.6610862
39.30368569,-121.7714821
40.11171739,-121.6802023
39.51400131,-121.658683
40.02146902,-121.7068208
39.59975046,-121.6409495
38.81106822,-121.6721126
39.460045,-121.7240636
38.94453176,-121.6952611
39.25700116,-121.670234
39.44298647,-121.708834
39.60429393,-121.7463051
39.75119815,-121.7986768
39.5122424,-121.6539915
39.16091999,-121.7731796
40.21062752,-121.7546902
39.76524267,-121.7318134
39.85819081,-121.7087008
39.28158567,-121.6631741
39.96558213,-121.7958221
39.95972925,-121.8185007
38.76402239,-121.7829956
40.02717179,-121.7354872
39.19105613,-121.6625284
39.53821618,-121.7475602
40.05939836,-121.7688749
39.08749638,-121.7906205
39.56016654,-121.6630195
39.93298407,-121.7950505
40.04409156,-121.7560629
39.03831621,-121.6887914
39.71967698,-121.6732782
38.89181464,-121.6607552
40.13472841,-121.7558861
40.00350451,-121.6339537
40.01263035,-121.8161974
39.5085578,-121.7530873
38.9719032,-121.7930529
39.20489482,-121.7939854
39.09961188,-121.7576361
39.57946128,-121.7665258
38.78498463,-121.7959651
40.03593911,-121.6979835
39.89833116,-121.6737379
39.89890904,-121.7955334
39.24955248,-121.691957
39.22441536,-121.7081508
39.82852811,-121.6598215
39.09093881,-121.6795318
38.82131548,-121.7606257
38.78806321,-121.7721104
39.15963247,-121.7665856
38.96441358,-121.796395
39.75102931,-121.6830641
39.68332435,-121.8150465
