,tweet,lat,long
0,"MED - MEDICAL at SE MARTIN LUTHER KING JR BLVD / SE MAIN ST, PORTLAND, OR [Portland Fire #RP18000093090] 13:06 #pdx911",39.91197698331235,-121.48299878597523
1,"current weather in Corona: smoke, 55°F
11% humidity, wind 14mph, pressure 1028mb",39.66027240633456,-121.6279247486015
2,"smoke -> haze
temperature down 76°F -> 50°F
humidity up 21% -> 29%
wind 3mph -> 5mph",39.70459420384069,-121.70910492789943
3,"Usually I can see Marin from here. #nofilter #campfire @ San Francisco, California https://www.instagram.com/p/BqBBq2xlz-6/?utm_source=ig_twitter_share&igshid=1vfhlbmhlqp6z …",39.720710412739145,-121.60998796218628
4,The past couple days have made such HUGE impact on the many lives affected by the Woolsey Fires! @TarsanSUP is extremely grateful for our local community... We couldn't have done ANY of… https://www.instagram.com/p/BqOEf4MDaaS/?utm_source=ig_twitter_share&igshid=lj9f7bbyba2v …,39.676737304806046,-121.77397573698255
5,"At 11:00 AM PST, Stead Fire Station [Washoe Co, NV] PUBLIC reports HEAVY RAIN of 0.28 INCH. COOP OBSERVER MEASURED 0.28 INCHES OF RAIN IN THE LAST 24 HOURS. https://mesonet.agron.iastate.edu/lsr/#REV/201811221900/201811221900 …",39.73115233664573,-121.67698994170784
6,"Sneak peak at the new single on all platforms #SwiftHomicide #777Sounds #grrr #Stockton #fire #Mind #Clip #2018 #Tomorrow #Available #Spotify #ITunes #YouTube LINK IN BIO @ Stockton,… https://www.instagram.com/p/BqIubDmg23m/?utm_source=ig_twitter_share&igshid=1f8epf99qsavi …",39.846082269562295,-121.5648715941312
7,Hilltop Mall CA Sun Nov 11th AM Forecast: TODAY Smoke Hi 70 TONIGHT Smoke Lo 36,39.67467639397051,-121.62433397064804
8,"current weather in Garden Grove: smoke, 53°F
41% humidity, wind 7mph, pressure 1022mb",39.74920405241992,-121.63608422581905
9,"#WoolseyFire unofficial new fire report; details uncertain.
#VenturaCounty; Near Bell Canyon, CA. ~22mi NW of Los Angeles, CA. See officials for safety info. May be incorrect; disclaimers in images.pic.twitter.com/My6LCqtTBJ",39.69027101336884,-121.43756520255393
10,"#Repost @theechola
・・・
Please join us at The Echoplex tomorrow (11/15) for FireFight LA to come together in support of our community in the wake of the Hill and Woolsey fires. The event… https://www.instagram.com/p/BqL8npolN7Y/?utm_source=ig_twitter_share&igshid=1ghbyyi6uwgcc …",39.63586135261487,-121.7614888200585
11,"#Repost gordonrmo52 with get_repost
・・・
Fire  .
.
.
.
#NWHA2018 #vannedgesalon #savewildfires #supportfirefighters… https://www.instagram.com/istyle4life/p/BqfNpjoH0ZV/?utm_source=ig_twitter_share&igshid=1lf0mnz3u13xn …",39.55106090532925,-121.56938354910324
12,"During the height of the fires on Thursday, the smoke the pilots had to navigate was almost as impressive as the maneuvers these pilots were doing. #woolseyfire #westhills @ West Hills,… https://www.instagram.com/p/BqD0ViUnhM8/?utm_source=ig_twitter_share&igshid=o1e4rzxerdzj …",39.85448845841866,-121.53831775074951
13,Curtis and his wife made it safely down to Butte County to drop off supplies to his family and other families who are displaced because of the Camp Fire. It’s amazing to see a community… https://www.instagram.com/p/BqTomDvDecy/?utm_source=ig_twitter_share&igshid=u7s4f0cq2phw …,39.755035172186325,-121.61583296118872
14,"Firey skyline  unfortunately fires make the prettiest sunsets. @ Santa Cruz, California https://www.instagram.com/p/Bp8KklwFBNq/?utm_source=ig_twitter_share&igshid=btbqkudkgsi …",39.94136886839182,-121.63741678090337
15,"smoke -> shower rain
temperature up 56°F -> 58°F
humidity up 82% -> 86%
wind 8mph -> 15mph",39.76364283683212,-121.63958332411686
16,#smoke  @ Owens River Gorge https://www.instagram.com/p/BqAxl6nBsjv7Fa9yfDCjHxTDKrbcKR2lumnCPo0/?utm_source=ig_twitter_share&igshid=jp4y8j3kb848 …,39.780377872468414,-121.62462952696642
17,We’re about 90 miles south of the #campfire . We hope the wind die down so firefighter can establish some containment.                                    #Repost @sierranevada with… https://www.instagram.com/p/Bp99XOpHUPp/?utm_source=ig_twitter_share&igshid=1waecxylmf6aq …,39.81065019333909,-121.69327859692795
18,"current weather in Mountain View: smoke, 57°F
51% humidity, wind 3mph, pressure 1017mb",39.79035652966557,-121.63230109764211
19,Salinas CA Sat Nov 10th PM Forecast: TONIGHT Smoke Lo 40 VETERANS DAY Smoke Hi 75,39.78710311450235,-121.52861185106305
20,"Back to happier times when we were in Runyon canyon in LA.
Our thoughts & prayers go out to everyone trying to deal with those destructive terrible fires.  Our hearts are with you… https://www.instagram.com/p/BqF9-G4FuAF/?utm_source=ig_twitter_share&igshid=13fennb6ctr2b …",39.73941602558642,-121.66860565177973
21,"Given what these fire fighters have seen and done most recently for the local Malibu community, I was honestly a bit nervous about doing them justice with my lecture.  But when we serve… https://www.instagram.com/p/BqYrWLghpCx/?utm_source=ig_twitter_share&igshid=uccm9kz7yjmv …",39.84570150183606,-121.76161636793141
22,"Time to take care of that headache, scratchy throat, tearing eyes, tummy ache and jock itch from all of the smoke. @AlvaradoStBeer and @greatnotionpdx milkshake ipa to the rescue.… https://www.instagram.com/p/BqOUCUHAvCT/?utm_source=ig_twitter_share&igshid=nscbcyzgbyzm …",39.702397595574325,-121.73561673388129
23,Lake Natoma CA Thu Nov 8th PM Forecast: TONIGHT Smoke Lo 41 FRIDAY Smoke Hi 71,39.726642545249526,-121.57624815907585
24,Modesto CA Sun Nov 11th AM Forecast: TODAY Smoke Hi 66 TONIGHT Smoke Lo 41,39.819636687983646,-121.42033102448515
25,"#CampFire  unofficial update: 148,000 Acres. 55% Contained*.
@CALFIRE_ButteCo #ButteCounty; At Yankee Hill, CA. ~72mi N of Sacramento, CA. See officials for safety info. May be incorrect; disclaimers in images.pic.twitter.com/VNUfOi2OJ5",39.790997624607904,-121.64388766063587
26,I was assured by @christophergia kirkghawkins that I no longer smelled of smoke— Great seeing them both!  Thanks Chris @AngelenoMag @PetrossianWeHo @ Petrossian Restaurant & Boutique West… https://www.instagram.com/p/BqKvIPXjzvP/?utm_source=ig_twitter_share&igshid=1acii9uj4zvt0 …,39.94507949499975,-121.65027157105698
27,"smoke -> clear sky
temperature up 59°F -> 65°F
humidity up 23% -> 72%
wind 3mph -> 2mph",39.76583475280436,-121.65470306653582
28,"“Aloe,” another smoke day collage.
#sarahammons #fineart #collage #selfportrait #drawing #worksonpaper #contemporaryart #aloevera @ Los Angeles, California https://www.instagram.com/p/BqDWDKlBZC2/?utm_source=ig_twitter_share&igshid=1cc4g61y8q1ik …",39.77851407497917,-121.52011110932058
29,"#Repost @SVGrapesWine with get_repost
・・・
Our thoughts are with everyone impacted by the fires in our state and with the amazing firefighters and first responders. A… https://www.instagram.com/p/Bp94h9RFdKw/?utm_source=ig_twitter_share&igshid=5epfb3i77ykm …",39.782178292705424,-121.511893240563
30,FEMA Resource Center Opens for Camp Fire Victims http://bit.ly/2zee80X ,39.79582305947721,-121.7859690896322
31,"Early morning Rev Up tea while I check emails before class! Trying to stay hydrated and positive despite the smoke. 
-
-
-
-
-
@starbucks #starbucks #revup #fridaymorning #fridayvibes… https://www.instagram.com/p/BqPtVikgVJO/?utm_source=ig_twitter_share&igshid=z5noiqqj2s80 …",39.758047527930685,-121.53200459142828
32,"MED - MEDICAL at N GOING ST / N INTERSTATE AVE, PORTLAND, OR [Portland Fire #RP18000094103] 03:19 #pdx911",39.76136916856148,-121.65181964934463
33,Wow delish  Late late post! #cocktail the best by Barman @StrichJason manresarestaurant a chef #DavidKinch resto #MichelinStar  in #LosGatos #SiliconValley reopened after the fire … https://www.instagram.com/p/Bp_fFGogtbO/?utm_source=ig_twitter_share&igshid=y8jvan5w6il9 …,39.75635526833031,-121.6215295360113
34,"sindicatewrath a branch of @sindicateeg present Wrath the Halls, a charity event supporting toysfortoots and the @redcross to help out with the Wildfire Relief Fund for the recent fires we… https://www.instagram.com/p/BqapZG7nVBK/?utm_source=ig_twitter_share&igshid=n1y3z6hsas0i …",39.77852395826061,-121.68106221596693
35,"Another day in paradise 

Come try our fresh corn !! 

#corninacup #esquites #corn #elote #cornonthecob #nomnomnom @ Antojitos Martin https://www.instagram.com/p/BqIYJVch97i/?utm_source=ig_twitter_share&igshid=mtfttjht3eju …",39.67296452331684,-121.73894558937172
36,So much grace and fire. #michelleobama #becomingmichelleobama #hope and big thank you to @tanas0 and j_eps for the tix. We loved her so much. @ The Forum https://www.instagram.com/p/BqP52Wghj64/?utm_source=ig_twitter_share&igshid=1r60o2pl3qxif …,39.92062633215132,-121.67279526375928
37,Please see my story in the link and go to winecountryanimallovers to see how you can help directly donate to treat animals from #campfire #buttecounty #buttecountyfire #furbabies… https://www.instagram.com/p/BqK3uxFnTYK/?utm_source=ig_twitter_share&igshid=1lw64kkxtysmd …,39.86141430573253,-121.74604608278112
38,"Serious fire, caution in #Portland on Burnside Ct Both EB/WB at SE 47th Ave #PDXtraffic http://bit.ly/13YgbTi ",39.6855489600013,-121.67925299663929
39,#fires @ Urban Unique Jewelry and Gifts https://www.instagram.com/p/Bp-_35tgfoU/?utm_source=ig_twitter_share&igshid=1psmhcwz47c3p …,39.86568936402683,-121.56538802861765
40,"Thank you Stan Lee for sharing your talent and imagination. You've inspired many. Rest in Paradise.
#stanlee #excelsior #marvel @ Santa Cruz, California https://www.instagram.com/p/BqF6zCWHFLz/?utm_source=ig_twitter_share&igshid=9rdqkob3qj4a …",39.803127805148286,-121.60596575776114
41,Dreaming of clear skies and summer sun. Hope everyone is staying safe with the fires and smoke. Better days are coming  #californialiving #betterdays #summerfeels @ Hotel Figueroa https://www.instagram.com/p/BqRRBDegdpJ/?utm_source=ig_twitter_share&igshid=sou6compcp2f …,39.71621888611657,-121.71686981106156
42,POLREQ - POLICE REQUEST (DISPATCH/BALANCE) at SW 6TH AVE / SW MILL ST [Portland Fire #RP18000096650] 01:50 #pdx911,39.90418074960041,-121.56934563869578
43,"As a follow up to my last smoke post, using my trusty shop rzmask here, waiting for a train back to Sacramento.  
It's bad stuff out here.
.
.
#maker #notwoodworking #health #rpmakes… https://www.instagram.com/p/BqOOO1nA15g/?utm_source=ig_twitter_share&igshid=1lah4x8yjbepb …",39.624059788840775,-121.6362271482575
44,"@Bastyr students are on fire with their publications! Here’s a case report on vitamin D and autoimmune disease Great job @alliecarlton21. 

#bastyruniversity #bastyruniversitycalifornia… https://www.instagram.com/p/BqasyHwAVGR/?utm_source=ig_twitter_share&igshid=1gbmtygjcc5jq …",39.5829868033978,-121.56652121877502
45,"Because of all the smoke in the region .... there is NO view here.

#lowvisability #smokey #badairquality #badair #santacruzmountains @ Santa Cruz Mountains https://www.instagram.com/p/BqTgN0pAm5N/?utm_source=ig_twitter_share&igshid=gbkjn1avs92 …",39.6277819887267,-121.48255039993401
46,"ALMCOM - MONITORED COMMERCIAL FIRE ALARM at 2200 BLOCK OF SE 87TH AVE, PORTLAND, OR [Portland Fire #RP18000093942] 15:01 #pdx911",39.84621732368519,-121.81866386455827
47,"current weather in Salinas: smoke, 53°F
70% humidity, wind 8mph, pressure 1016mb",39.72393634268838,-121.62069866131137
48,3 firecats dine on leftover el toritos in the fire zone . Anybody want a cat? They like chex mix and  el toritos. @ Willows Safety Rest Area https://www.instagram.com/p/Bqb88X2HWNE/?utm_source=ig_twitter_share&igshid=1k0ef9u0dm4pb …,39.71392184113589,-121.64935105061623
49,The ALL LADIES BUSINESS Summit is November 24th in Accra Ghana! The GOAL is to FIRE UP Ladies that have always dreamed of becoming BUSINESS OWNERS and to change the Futures of their… https://www.instagram.com/p/BqY0EqYhnTk/?utm_source=ig_twitter_share&igshid=4ss96vikgr67 …,39.719634773967314,-121.44656763810656
50,From sunset last night to sunrise today. Smoke isn’t letting up. @ Will Rogers State Beach https://www.instagram.com/p/BqC-gOcDOQs/?utm_source=ig_twitter_share&igshid=1dytembv61hu7 …,39.921306561536696,-121.4899640524457
51,Alisal CA Mon Nov 12th AM Forecast: TODAY Smoke Hi 75 TONIGHT Smoke Lo 43,39.716836386843724,-121.56595895821728
52,Smoke filled air today pic.twitter.com/yGSJYBk8Px,39.78250070694044,-121.60730788811985
53,"Responsibility Friday.           Cooking class with Macrobiotic America one can see the fires burning and people needing to leave thier homes, I send out heart felt prayers to all. LOVE.… https://www.instagram.com/p/Bp_HvkhnYer/?utm_source=ig_twitter_share&igshid=f0g3devc598w …",39.763283207546294,-121.80954621189927
54,Current situation. Smoke coming our way. #805strong #venturastrong #godspeed @ Timi Travels https://www.instagram.com/p/Bp9-glEAGsl9U-HwB8kT3_5ix8fQLJ8PsRtD4M0/?utm_source=ig_twitter_share&igshid=ypekoabm4vzk …,39.80129401867549,-121.53130707429865
55,"Great ball of fire. #lagunabeach #southlaguna #sunsets #autumnsunsets @ Laguna Beach, California https://www.instagram.com/p/BqbUV7jFpFI/?utm_source=ig_twitter_share&igshid=11diyoi3kmixx …",39.7367950865026,-121.57161587187822
56,Gilroy CA Sat Nov 10th PM Forecast: TONIGHT Smoke Lo 41 VETERANS DAY Smoke Hi 75,39.797320719039334,-121.48365375359266
57,We happen to be shooting 911 today! #FOXstudios Huge respect to all of the firefighters right now! You’re all so amazing. #stunts #performance #911 #drivers #cars #firetruck #fire… https://www.instagram.com/p/Bp-YDGRAgD4/?utm_source=ig_twitter_share&igshid=1veeihams225b …,39.6126372312504,-121.75336916433231
58,Tracy CA Sat Nov 10th PM Forecast: TONIGHT Smoke Lo 40 VETERANS DAY Smoke Hi 68,39.64543669502496,-121.54143284931999
59,"ALMCOM - MONITORED COMMERCIAL FIRE ALARM at 9300 BLOCK OF SW 35TH AVE, PORTLAND, OR [Portland Fire #RP18000096401] 07:57 #pdx911",39.59096711981507,-121.7451192876626
60,"smoke -> clear sky
temperature down 74°F -> 61°F
humidity up 5% -> 11%
wind 16mph -> 6mph",39.76125543567906,-121.61934213719849
61,"I’ve been in a funk lately. When I take a minute and think about the current state of the world. Fires burning, lives, homes, animals, businesses all gone. Makes my “problems” not… https://www.instagram.com/p/BqNA8lxBgrI/?utm_source=ig_twitter_share&igshid=xmuh7eiihtn1 …",39.80741878522801,-121.74039044583195
62,"The most important activity I do each day. Those few minutes make it possible to live actively calm and calmy active the rest of the day. @ Paradise Valley, Arizona https://www.instagram.com/p/BqkhJl-DE6a/?utm_source=ig_twitter_share&igshid=lfdtf9a7k0l0 …",39.70757722840617,-121.57039329751059
63,"current weather in Riverside: smoke, 71°F
6% humidity, wind 6mph, pressure 1019mb",39.89024395708734,-121.75227900289379
64,"“Nov 9th, 2018, CO dominant, firestorm smoke with probable contamination”.  In preparation for future extreme weather events we need to prioritize the containment and cleanup of toxic… https://www.instagram.com/p/BqGcoJbH1Yl/?utm_source=ig_twitter_share&igshid=1bydhyyy7aj4d …",39.809737514702576,-121.55088497999695
65,"#Fy2018ReimbursmentFire unofficial new fire report; details uncertain.
#YakimaCounty; ~11mi W of White Swan, WA. ~99mi NE of Portland, OR. See officials for safety info. May be incorrect; disclaimers in images.pic.twitter.com/pRa6Tj1OgA",39.76048684157545,-121.61888731706621
66,"ALMCOM - MONITORED COMMERCIAL FIRE ALARM at 11500 BLOCK OF NE GLISAN ST, PORTLAND, OR [Portland Fire #RP18000096654] 02:18 #pdx911",39.621646961600796,-121.57060597121931
67,"current weather in Paradise: broken clouds, 39°F
22% humidity, wind 5mph, pressure 1030mb",39.75900080124069,-121.73223419871029
68,Super flavorful great smoke this is a must for my Hungryamn Turkey dinner. #wabeer - Drinking a Smoked Rye Lager by @HeadlessMumby @ Headless Mumby Brewing  — http://untp.beer/s/c678202781 ,39.750149540898256,-121.67058203147144
69,Drinking a Free Smoke by @Cloudburst_Brew at @theredhot — http://untp.beer/s/c678234538 ,39.88366174913352,-121.55890295281151
70,"I hate fires but I sure do love the sunsets they throw . Spontaneous camping trips to a beach with no cell service is what GOALS ALIVE feels like to me, I’ve definitely been over… https://www.instagram.com/p/BqIFCgfBwHs/?utm_source=ig_twitter_share&igshid=ukbuyr1wg2b0 …",39.74924700957053,-121.68985566808243
71,Permanente CA Tue Nov 13th AM Forecast: TODAY Smoke Hi 71 TONIGHT Partly Cloudy Lo 40,39.873305206305965,-121.57565664591299
72,"Not quite 4.5 level but I like it better than fire barrel, no smoky. - Drinking a Thanksgiving Cactus by @wrenhousebrew at @WrenHouseBrew  — http://untp.beer/s/c677919623 ",39.67838054254534,-121.64540514769364
73,#ladyfaceale is reopening for business today to local traffic. Please use caution as roads are still closed towards Malibu and there are many fire trucks and first responder vehicles still… https://www.instagram.com/p/BqF1qpbgE0-/?utm_source=ig_twitter_share&igshid=gelm4lenv0rk …,39.71981788080692,-121.55258050879654
74,"MED - MEDICAL at SE 6TH AVE / E BURNSIDE ST, PORTLAND, OR [Portland Fire #RP18000092884] 18:04 #pdx911",39.5650030170667,-121.62588119019331
75,"#campfire Part 2: The wildfire is likely now the deadliest and most destructive in CA history. Today the death count was raised to 29, with 228 people still unaccounted for. 6,713… https://www.instagram.com/p/BqEKIeCghif/?utm_source=ig_twitter_share&igshid=3gnf3uq9gsta …",39.6319649599885,-121.69563669108307
76,"SMOKEA - SMOKE INVESTIGATION OUTSIDE A STRUCTURE at 7800 BLOCK OF SE OAKS PARK WAY, PORTLAND, OR [Portland Fire #RP18000093824] 06:44",39.74880692293239,-121.63201099249059
77,The boys insisted that I rest up today.. who am I to argue? #happycampers #iwasacattoday #goodtobeinside #napavalley #winecountry #smoke #cat #sanctuary… https://www.instagram.com/p/BqOKlT9nOT51JzCsOBxnGvrpv-eAtMcAlopDls0/?utm_source=ig_twitter_share&igshid=6o13t6uo3pj2 …,39.72915246315628,-121.66138761939642
78,"JUMP - POTENTIAL JUMPER *H at EB STEEL BRG AT / MIDSPAN, PORTLAND, OR [Portland Fire #RP18000093254] 01:59 #pdx911",39.74598706158496,-121.4797522364595
79,"#PointFire  unofficial new fire report; details uncertain.
#MariposaCounty Yosemite NP; Near Yosemite Valley, CA. ~68mi N of Fresno, CA. See officials for safety info. May be incorrect; disclaimers in images.pic.twitter.com/wynaF0zbmF",39.737391130401775,-121.71644249796032
80,Mormon Island CA Fri Nov 9th AM Forecast: TODAY Smoke Hi 71 TONIGHT Clear Lo 39,39.70937014920836,-121.63683596319922
81,"Air quality is definitely worse today, smoke affects you take care Of yourselves @ San Carlos, California https://www.instagram.com/p/BqNLlEbn8pP/?utm_source=ig_twitter_share&igshid=1jx0ny2njd2nd …",39.55503425848674,-121.61207178308001
82,"Click link in Bio!!!!

.
. 
#workofart #sirdaniel #newmusic #hiptro #realrapraw #trap #migos #drake #latino #mexicano #nahuatl @ Vishions Smoke Shop - SDSU Aztecs https://www.instagram.com/p/BqcwQI4FLVR/?utm_source=ig_twitter_share&igshid=1lnviuuacfzqq …",39.67935489053218,-121.6260768493091
83,1. Develop an improv for #ACEs and #PTSD sufferers. By using comedy to combat the tragedies of our past we will help victims live as survivors. We'll survivors into themselves by getting… https://www.instagram.com/p/BqLgdX9Avrs/?utm_source=ig_twitter_share&igshid=i7rzo3pzfp0l …,39.65222702448701,-121.80140986923172
84,"ALMRES - MONITORED RESIDENTIAL FIRE ALARM at 7600 BLOCK OF SE FRANKLIN ST, PORTLAND, OR [Portland Fire #RP18000093384] 14:14 #pdx911",39.68703576158581,-121.6506874845708
85,"Home owners in LA County may be eligable for tax relief if their property has been damaged from the fires. See the information attached. @ Los Angeles, California https://www.instagram.com/p/BqL7LUfDwqm/?utm_source=ig_twitter_share&igshid=x8ug57pvlwee …",39.72921561027377,-121.5377979241242
86,"Plume #campfire @ Los Angeles, California https://www.instagram.com/p/Bp-sdTLgFsJ/?utm_source=ig_twitter_share&igshid=hd4jlddeasg9 …",39.69100613694085,-121.56675966859207
87,Drinking a Paradise Lost by @phntmcarriage at @phntmcarriage — http://untp.beer/s/c674685651 ,39.725914703883326,-121.60040122118484
